transaction_id,customer_id,transaction_date,amount,category,quantity
TXN_0000084,CUST_00007,2024-05-07,67.05,Books,4
TXN_0000085,CUST_00007,2023-09-11,53.7,Food & Beverage,4
TXN_0000086,CUST_00007,2024-02-21,79.49,Office Supplies,2
TXN_0000087,CUST_00007,2024-02-18,91.35,Food & Beverage,5
TXN_0000088,CUST_00007,2023-04-27,11.23,Home & Garden,1
TXN_0000089,CUST_00007,2023-11-29,22.84,Toys,5
TXN_0000090,CUST_00007,2024-01-26,37.6,Books,5
TXN_0000091,CUST_00008,2023-09-02,24.59,Toys,5
TXN_0000092,CUST_00008,2024-06-25,87.19,Health & Beauty,4
TXN_0000093,CUST_00008,2024-03-29,204.89,Toys,4
TXN_0000094,CUST_00008,2024-03-08,48.79,Health & Beauty,4
TXN_0000095,CUST_00008,2024-01-21,44.97,Food & Beverage,4
TXN_0000096,CUST_00008,2023-08-24,82.94,Home & Garden,4
TXN_0000097,CUST_00008,2023-12-09,9.45,Food & Beverage,1
TXN_0000098,CUST_00008,2024-02-11,43.0,Clothing,3
TXN_0000099,CUST_00008,2024-10-16,92.0,Automotive,5
TXN_0000100,CUST_00008,2024-05-17,25.13,Clothing,3
TXN_0000101,CUST_00009,2024-07-29,39.35,Clothing,1
TXN_0000102,CUST_00009,2024-06-19,43.49,Health & Beauty,1
TXN_0000103,CUST_00009,2024-10-18,22.07,Books,3
TXN_0000104,CUST_00009,2024-07-21,244.22,Health & Beauty,3
TXN_0000105,CUST_00009,2024-08-17,31.13,Food & Beverage,2
TXN_0000106,CUST_00009,2024-11-28,18.14,Office Supplies,2
TXN_0000107,CUST_00009,2024-12-10,42.36,Automotive,3
TXN_0000108,CUST_00009,2024-06-03,94.39,Food & Beverage,3
TXN_0000109,CUST_00009,2024-12-28,46.3,Health & Beauty,4
TXN_0000110,CUST_00009,2024-09-12,67.33,Office Supplies,1
TXN_0000111,CUST_00009,2024-09-29,22.74,Automotive,2
TXN_0000112,CUST_00010,2024-03-10,77.08,Books,2
TXN_0000113,CUST_00010,2023-08-30,113.7,Toys,2
TXN_0000114,CUST_00010,2024-07-09,65.86,Office Supplies,5
TXN_0000115,CUST_00010,2024-05-21,95.14,Toys,3
TXN_0000116,CUST_00010,2023-04-25,24.46,Health & Beauty,2
TXN_0000117,CUST_00010,2024-04-11,33.19,Sports,2
TXN_0000118,CUST_00010,2024-04-21,144.4,Toys,5
TXN_0000119,CUST_00010,2023-02-27,171.27,Health & Beauty,2
TXN_0000120,CUST_00010,2024-09-10,19.64,Home & Garden,3
TXN_0000121,CUST_00010,2023-02-06,60.05,Toys,3
TXN_0000122,CUST_00010,2024-01-10,34.84,Books,4
TXN_0000123,CUST_00010,2024-04-07,28.16,Sports,5
TXN_0000124,CUST_00010,2023-11-30,61.76,Health & Beauty,5
TXN_0000125,CUST_00010,2023-02-20,122.51,Office Supplies,1
TXN_0000126,CUST_00010,2023-06-19,70.58,Home & Garden,3
TXN_0000127,CUST_00010,2024-08-31,38.08,Office Supplies,5
TXN_0000128,CUST_00010,2024-09-06,74.24,Sports,4
TXN_0000129,CUST_00010,2023-08-25,36.87,Sports,1
TXN_0000130,CUST_00010,2024-07-28,68.38,Sports,2
TXN_0000131,CUST_00010,2024-05-28,150.29,Clothing,3
TXN_0000132,CUST_00010,2024-09-02,9.33,Toys,3
TXN_0000133,CUST_00010,2023-05-03,93.06,Home & Garden,1
TXN_0000134,CUST_00010,2024-12-19,14.36,Automotive,2
TXN_0000135,CUST_00011,2023-08-24,27.79,Office Supplies,4
TXN_0000136,CUST_00011,2023-08-19,17.46,Home & Garden,2
TXN_0000137,CUST_00011,2023-10-02,80.68,Sports,3
TXN_0000138,CUST_00011,2024-02-18,61.91,Books,3
TXN_0000139,CUST_00011,2023-10-02,20.8,Toys,1
TXN_0000140,CUST_00011,2024-08-03,16.98,Automotive,1
TXN_0000141,CUST_00011,2024-01-14,39.82,Health & Beauty,4
TXN_0000142,CUST_00011,2024-08-26,17.66,Home & Garden,1
TXN_0000143,CUST_00011,2023-12-02,19.79,Automotive,4
TXN_0000144,CUST_00011,2024-11-23,50.74,Clothing,4
TXN_0000145,CUST_00011,2024-02-19,21.36,Home & Garden,2
TXN_0000146,CUST_00011,2024-06-04,65.07,Sports,4
TXN_0000147,CUST_00011,2024-01-01,152.38,Office Supplies,5
TXN_0000148,CUST_00011,2024-06-04,41.08,Office Supplies,2
TXN_0000149,CUST_00011,2024-12-18,51.34,Toys,3
TXN_0000150,CUST_00011,2024-02-14,232.47,Electronics,2
TXN_0000151,CUST_00011,2024-10-21,17.89,Clothing,4
TXN_0000152,CUST_00011,2024-03-31,119.97,Automotive,3
TXN_0000153,CUST_00011,2024-12-06,108.96,Toys,4
TXN_0000154,CUST_00012,2024-12-24,131.31,Electronics,1
TXN_0000155,CUST_00012,2024-07-30,58.48,Toys,3
TXN_0000156,CUST_00012,2024-08-04,29.31,Sports,5
TXN_0000157,CUST_00012,2024-06-02,112.15,Sports,2
TXN_0000158,CUST_00012,2024-06-04,115.63,Office Supplies,4
TXN_0000159,CUST_00012,2024-10-25,113.11,Sports,2
TXN_0000160,CUST_00012,2024-12-21,48.41,Clothing,4
TXN_0000161,CUST_00012,2024-03-27,26.34,Books,2
TXN_0000162,CUST_00012,2024-07-23,54.45,Automotive,3
TXN_0000163,CUST_00012,2024-04-08,99.28,Books,4
TXN_0000164,CUST_00012,2024-10-01,106.02,Automotive,1
TXN_0000165,CUST_00012,2024-09-09,33.13,Clothing,1
TXN_0000166,CUST_00012,2024-11-18,60.13,Health & Beauty,4
TXN_0000167,CUST_00012,2024-10-21,16.4,Home & Garden,3
TXN_0000168,CUST_00012,2024-06-19,102.73,Automotive,1
TXN_0000169,CUST_00012,2024-10-27,24.97,Electronics,1
TXN_0000170,CUST_00012,2024-10-27,87.56,Sports,3
TXN_0000171,CUST_00012,2024-09-25,18.63,Books,4
TXN_0000172,CUST_00013,2024-04-23,54.1,Electronics,3
TXN_0000173,CUST_00013,2024-06-01,22.38,Home & Garden,3
TXN_0000174,CUST_00013,2024-11-27,72.71,Toys,4
TXN_0000175,CUST_00013,2024-05-08,26.08,Clothing,5
TXN_0000176,CUST_00013,2024-08-06,76.17,Toys,2
TXN_0000177,CUST_00013,2024-12-01,33.59,Food & Beverage,2
TXN_0000178,CUST_00013,2024-06-30,10.55,Electronics,5
TXN_0000179,CUST_00013,2024-05-25,19.06,Home & Garden,3
TXN_0000180,CUST_00013,2024-06-06,29.64,Automotive,4
TXN_0000181,CUST_00013,2024-06-29,124.95,Clothing,1
TXN_0000182,CUST_00013,2024-08-21,86.0,Home & Garden,4
TXN_0000183,CUST_00013,2024-10-04,153.31,Home & Garden,2
TXN_0000184,CUST_00013,2024-04-21,157.01,Automotive,2
TXN_0000185,CUST_00014,2024-05-25,36.51,Electronics,5
TXN_0000186,CUST_00014,2024-09-04,30.55,Clothing,4
TXN_0000187,CUST_00014,2024-09-29,24.81,Food & Beverage,4
TXN_0000188,CUST_00014,2023-11-07,9.73,Office Supplies,1
TXN_0000189,CUST_00014,2023-11-05,41.95,Sports,2
TXN_0000190,CUST_00014,2024-02-16,15.18,Health & Beauty,2
TXN_0000191,CUST_00014,2024-01-22,41.3,Clothing,1
TXN_0000192,CUST_00014,2024-05-14,230.65,Electronics,1
TXN_0000193,CUST_00014,2024-04-01,28.24,Books,1
TXN_0000194,CUST_00015,2023-08-20,92.09,Clothing,2
TXN_0000195,CUST_00015,2023-06-27,55.8,Electronics,4
TXN_0000196,CUST_00015,2024-06-14,56.34,Clothing,3
TXN_0000197,CUST_00015,2023-12-03,33.37,Automotive,2
TXN_0000198,CUST_00015,2024-10-07,37.04,Books,5
TXN_0000199,CUST_00015,2024-02-15,20.69,Sports,1
TXN_0000200,CUST_00015,2023-09-01,87.73,Books,1
TXN_0000201,CUST_00015,2024-01-07,11.07,Health & Beauty,2
TXN_0000202,CUST_00015,2023-01-22,96.96,Sports,3
TXN_0000203,CUST_00015,2023-01-19,14.51,Sports,2
TXN_0000204,CUST_00015,2024-04-20,96.31,Books,1
TXN_0000205,CUST_00015,2024-11-10,33.6,Food & Beverage,5
TXN_0000206,CUST_00015,2024-01-19,16.64,Electronics,1
TXN_0000207,CUST_00015,2023-08-18,70.87,Sports,3
TXN_0000208,CUST_00016,2024-11-05,34.18,Clothing,5
TXN_0000209,CUST_00016,2023-12-05,86.36,Food & Beverage,1
TXN_0000210,CUST_00016,2024-05-10,7.8,Sports,2
TXN_0000211,CUST_00016,2024-05-18,16.87,Home & Garden,3
TXN_0000212,CUST_00016,2024-10-18,136.46,Clothing,3
TXN_0000213,CUST_00016,2023-07-01,40.58,Office Supplies,5
TXN_0000214,CUST_00016,2024-09-14,10.94,Sports,5
TXN_0000215,CUST_00016,2024-02-06,27.74,Automotive,5
TXN_0000216,CUST_00016,2023-06-26,23.18,Books,1
TXN_0000217,CUST_00016,2023-10-18,42.49,Food & Beverage,2
TXN_0000218,CUST_00016,2024-08-24,36.07,Books,5
TXN_0000219,CUST_00016,2023-09-02,55.99,Electronics,2
TXN_0000220,CUST_00016,2024-06-30,45.9,Toys,3
TXN_0000221,CUST_00016,2024-01-05,144.01,Home & Garden,4
TXN_0000222,CUST_00016,2024-01-08,68.15,Electronics,2
TXN_0000223,CUST_00016,2024-09-09,69.98,Health & Beauty,2
TXN_0000224,CUST_00016,2024-03-23,123.25,Health & Beauty,1
TXN_0000225,CUST_00016,2024-11-27,35.55,Sports,3
TXN_0000226,CUST_00016,2023-07-07,17.68,Books,3
TXN_0000227,CUST_00016,2024-05-28,127.44,Books,2
TXN_0000228,CUST_00016,2024-12-16,54.1,Electronics,2
TXN_0000229,CUST_00017,2024-06-29,28.04,Office Supplies,4
TXN_0000230,CUST_00017,2024-11-29,28.41,Health & Beauty,2
TXN_0000231,CUST_00017,2024-10-20,91.63,Electronics,1
TXN_0000232,CUST_00017,2024-11-14,102.32,Clothing,2
TXN_0000233,CUST_00017,2024-04-03,87.13,Home & Garden,2
TXN_0000234,CUST_00017,2024-05-11,87.77,Clothing,2
TXN_0000235,CUST_00017,2024-12-14,73.37,Books,2
TXN_0000236,CUST_00017,2024-11-22,51.71,Clothing,4
TXN_0000237,CUST_00017,2024-11-02,40.45,Food & Beverage,2
TXN_0000238,CUST_00017,2024-06-17,122.56,Books,4
TXN_0000239,CUST_00017,2024-06-06,34.51,Office Supplies,2
TXN_0000240,CUST_00017,2024-08-10,62.57,Food & Beverage,5
TXN_0000241,CUST_00017,2024-10-23,24.46,Books,3
TXN_0000242,CUST_00017,2024-11-09,27.46,Clothing,3
TXN_0000243,CUST_00017,2024-09-27,38.53,Sports,2
TXN_0000244,CUST_00017,2024-11-04,24.46,Toys,4
TXN_0000245,CUST_00018,2024-06-26,13.98,Office Supplies,4
TXN_0000246,CUST_00018,2024-11-04,44.49,Home & Garden,4
TXN_0000247,CUST_00018,2023-10-22,45.69,Sports,4
TXN_0000248,CUST_00018,2024-12-22,9.65,Clothing,3
TXN_0000249,CUST_00018,2024-08-11,28.88,Automotive,2
TXN_0000250,CUST_00018,2024-07-21,50.42,Home & Garden,3
TXN_0000251,CUST_00018,2024-04-23,57.91,Toys,3
TXN_0000252,CUST_00018,2024-05-31,34.9,Food & Beverage,4
TXN_0000253,CUST_00018,2024-07-25,70.63,Office Supplies,4
TXN_0000254,CUST_00018,2023-11-17,37.66,Health & Beauty,2
TXN_0000255,CUST_00018,2024-10-12,41.55,Toys,2
TXN_0000256,CUST_00018,2023-12-30,50.26,Books,1
TXN_0000257,CUST_00019,2023-08-15,26.56,Automotive,3
TXN_0000258,CUST_00019,2024-04-16,30.89,Sports,4
TXN_0000259,CUST_00019,2024-12-02,26.7,Sports,3
TXN_0000260,CUST_00019,2024-02-21,34.96,Toys,3
TXN_0000261,CUST_00019,2024-07-02,142.72,Office Supplies,1
TXN_0000262,CUST_00019,2024-03-05,72.1,Electronics,1
TXN_0000263,CUST_00019,2024-02-22,18.45,Office Supplies,2
TXN_0000264,CUST_00019,2023-11-16,28.21,Sports,3
TXN_0000265,CUST_00019,2024-09-06,61.44,Health & Beauty,5
TXN_0000266,CUST_00019,2024-08-06,22.08,Toys,3
TXN_0000267,CUST_00019,2024-07-30,25.52,Electronics,4
TXN_0000268,CUST_00019,2024-11-25,133.74,Sports,2
TXN_0000269,CUST_00019,2023-12-11,27.92,Toys,1
TXN_0000270,CUST_00019,2024-11-22,97.87,Health & Beauty,1
TXN_0000271,CUST_00019,2024-07-31,124.48,Home & Garden,3
TXN_0000272,CUST_00019,2024-06-13,25.36,Toys,2
TXN_0000273,CUST_00019,2023-12-17,22.38,Books,5
TXN_0000274,CUST_00020,2024-10-02,19.09,Home & Garden,1
TXN_0000275,CUST_00020,2024-02-08,50.25,Clothing,4
TXN_0000276,CUST_00020,2024-07-01,38.7,Office Supplies,1
TXN_0000277,CUST_00020,2024-09-01,60.87,Books,4
TXN_0000278,CUST_00020,2024-03-04,139.47,Sports,3
TXN_0000279,CUST_00020,2024-11-29,87.73,Food & Beverage,5
TXN_0000280,CUST_00020,2024-09-08,67.47,Sports,5
TXN_0000281,CUST_00020,2024-05-16,9.46,Sports,1
TXN_0000282,CUST_00020,2024-02-04,65.04,Office Supplies,3
TXN_0000283,CUST_00020,2024-02-22,180.98,Food & Beverage,2
TXN_0000284,CUST_00020,2024-12-28,4.1,Sports,3
TXN_0000285,CUST_00020,2023-12-14,79.18,Home & Garden,4
TXN_0000286,CUST_00020,2023-12-11,40.16,Clothing,1
TXN_0000287,CUST_00020,2024-12-01,23.11,Sports,5
TXN_0000288,CUST_00021,2024-06-04,173.27,Food & Beverage,4
TXN_0000289,CUST_00021,2023-09-26,82.04,Home & Garden,3
TXN_0000290,CUST_00021,2023-10-12,32.79,Home & Garden,2
TXN_0000291,CUST_00021,2024-08-15,20.74,Home & Garden,5
TXN_0000292,CUST_00021,2023-07-26,49.54,Toys,5
TXN_0000293,CUST_00021,2023-11-08,88.73,Home & Garden,2
TXN_0000294,CUST_00021,2023-06-04,32.38,Home & Garden,2
TXN_0000295,CUST_00021,2023-12-26,34.98,Sports,4
TXN_0000296,CUST_00021,2023-07-25,421.86,Home & Garden,1
TXN_0000297,CUST_00021,2024-01-30,104.58,Clothing,4
TXN_0000298,CUST_00021,2023-08-10,110.74,Food & Beverage,1
TXN_0000299,CUST_00021,2024-03-20,13.72,Electronics,5
TXN_0000300,CUST_00021,2023-12-01,25.06,Toys,4
TXN_0000301,CUST_00021,2023-07-17,46.84,Electronics,1
TXN_0000302,CUST_00021,2024-01-02,19.81,Electronics,5
TXN_0000303,CUST_00022,2023-05-22,141.85,Clothing,2
TXN_0000304,CUST_00022,2024-09-25,29.95,Electronics,4
TXN_0000305,CUST_00022,2024-12-17,191.26,Automotive,3
TXN_0000306,CUST_00022,2024-08-19,45.75,Toys,3
TXN_0000307,CUST_00022,2024-12-18,364.32,Sports,3
TXN_0000308,CUST_00022,2024-04-23,51.54,Health & Beauty,3
TXN_0000309,CUST_00022,2023-12-11,72.78,Health & Beauty,4
TXN_0000310,CUST_00022,2024-05-01,140.67,Office Supplies,1
TXN_0000311,CUST_00022,2024-04-08,127.56,Health & Beauty,1
TXN_0000312,CUST_00022,2023-04-13,69.07,Toys,4
TXN_0000313,CUST_00022,2023-08-30,41.0,Electronics,5
TXN_0000314,CUST_00022,2023-08-13,69.26,Automotive,3
TXN_0000315,CUST_00022,2023-12-20,23.89,Health & Beauty,4
TXN_0000316,CUST_00022,2024-08-08,51.84,Automotive,4
TXN_0000317,CUST_00022,2023-10-19,18.9,Electronics,3
TXN_0000318,CUST_00022,2023-04-27,11.04,Health & Beauty,1
TXN_0000319,CUST_00022,2024-03-08,47.79,Toys,2
TXN_0000320,CUST_00022,2024-12-21,126.01,Toys,4
TXN_0000321,CUST_00022,2024-12-27,96.27,Clothing,3
TXN_0000322,CUST_00022,2024-06-21,42.99,Toys,1
TXN_0000323,CUST_00023,2024-12-28,28.03,Sports,3
TXN_0000324,CUST_00023,2024-10-24,9.53,Books,2
TXN_0000325,CUST_00023,2024-09-10,7.71,Office Supplies,5
TXN_0000326,CUST_00023,2024-01-04,17.18,Home & Garden,4
TXN_0000327,CUST_00023,2024-02-01,84.93,Food & Beverage,5
TXN_0000328,CUST_00023,2024-08-14,26.59,Home & Garden,4
TXN_0000329,CUST_00023,2024-02-16,63.9,Toys,5
TXN_0000330,CUST_00023,2024-04-20,164.93,Books,2
TXN_0000331,CUST_00023,2024-03-15,18.33,Clothing,1
TXN_0000332,CUST_00023,2024-07-28,64.8,Electronics,2
TXN_0000333,CUST_00023,2024-06-03,68.01,Sports,3
TXN_0000334,CUST_00023,2024-04-09,22.2,Food & Beverage,4
TXN_0000335,CUST_00023,2024-11-26,130.57,Clothing,2
TXN_0000336,CUST_00023,2024-09-17,35.11,Toys,1
TXN_0000337,CUST_00023,2024-12-07,32.51,Health & Beauty,2
TXN_0000338,CUST_00023,2024-10-08,239.32,Office Supplies,1
TXN_0000339,CUST_00023,2024-11-12,67.14,Health & Beauty,4
TXN_0000340,CUST_00023,2024-12-20,92.64,Sports,5
TXN_0000341,CUST_00024,2024-12-09,27.15,Sports,2
TXN_0000342,CUST_00024,2024-01-20,124.17,Food & Beverage,1
TXN_0000343,CUST_00024,2024-02-23,30.58,Clothing,1
TXN_0000344,CUST_00024,2023-11-12,29.55,Health & Beauty,5
TXN_0000345,CUST_00024,2024-01-02,36.75,Clothing,5
TXN_0000346,CUST_00024,2024-04-03,27.78,Home & Garden,3
TXN_0000347,CUST_00024,2024-04-09,88.19,Office Supplies,1
TXN_0000348,CUST_00024,2024-03-05,56.58,Electronics,5
TXN_0000349,CUST_00024,2024-06-28,30.84,Books,4
TXN_0000350,CUST_00024,2024-05-01,78.37,Health & Beauty,3
TXN_0000351,CUST_00024,2024-11-09,36.66,Home & Garden,5
TXN_0000352,CUST_00024,2024-09-01,35.14,Office Supplies,5
TXN_0000353,CUST_00024,2024-01-19,47.5,Clothing,4
TXN_0000354,CUST_00024,2023-10-02,66.19,Automotive,4
TXN_0000355,CUST_00024,2024-03-07,62.41,Home & Garden,3
TXN_0000356,CUST_00024,2024-11-29,34.17,Books,4
TXN_0000357,CUST_00024,2024-09-10,89.97,Toys,2
TXN_0000358,CUST_00024,2024-07-31,38.24,Food & Beverage,2
TXN_0000359,CUST_00024,2024-10-14,27.05,Electronics,5
TXN_0000360,CUST_00025,2024-01-07,102.97,Food & Beverage,5
TXN_0000361,CUST_00025,2023-06-20,47.36,Food & Beverage,5
TXN_0000362,CUST_00025,2024-06-17,55.51,Books,4
TXN_0000363,CUST_00025,2023-12-09,108.26,Sports,1
TXN_0000364,CUST_00025,2024-01-21,32.01,Home & Garden,2
TXN_0000365,CUST_00025,2023-10-02,15.62,Electronics,2
TXN_0000366,CUST_00025,2024-06-27,49.59,Sports,3
TXN_0000367,CUST_00025,2024-12-20,59.99,Home & Garden,1
TXN_0000368,CUST_00025,2024-08-28,38.0,Sports,3
TXN_0000369,CUST_00025,2024-04-21,152.46,Toys,3
TXN_0000370,CUST_00025,2024-03-20,6.42,Sports,1
TXN_0000371,CUST_00025,2024-08-07,114.89,Food & Beverage,3
TXN_0000372,CUST_00026,2024-07-23,68.37,Automotive,4
TXN_0000373,CUST_00026,2024-06-03,3.29,Home & Garden,3
TXN_0000374,CUST_00026,2024-05-12,132.5,Food & Beverage,4
TXN_0000375,CUST_00026,2024-07-07,20.87,Office Supplies,2
TXN_0000376,CUST_00026,2024-11-27,31.6,Toys,3
TXN_0000377,CUST_00026,2024-06-28,41.39,Books,2
TXN_0000378,CUST_00026,2024-07-24,65.72,Electronics,3
TXN_0000379,CUST_00026,2024-06-06,79.12,Home & Garden,4
TXN_0000380,CUST_00026,2024-11-19,96.9,Home & Garden,1
TXN_0000381,CUST_00026,2024-06-03,91.12,Health & Beauty,4
TXN_0000382,CUST_00026,2024-07-15,58.08,Electronics,1
TXN_0000383,CUST_00026,2024-10-05,66.17,Office Supplies,4
TXN_0000384,CUST_00026,2024-06-30,19.82,Sports,2
TXN_0000385,CUST_00026,2024-05-02,26.01,Clothing,2
TXN_0000386,CUST_00026,2024-11-04,97.11,Toys,3
TXN_0000387,CUST_00026,2024-07-12,92.69,Sports,1
TXN_0000388,CUST_00026,2024-12-08,84.65,Sports,3
TXN_0000389,CUST_00026,2024-11-28,31.43,Health & Beauty,1
TXN_0000390,CUST_00026,2024-06-15,98.28,Clothing,1
TXN_0000391,CUST_00027,2023-09-09,98.59,Toys,5
TXN_0000392,CUST_00027,2023-12-24,33.8,Electronics,5
TXN_0000393,CUST_00027,2024-12-14,160.21,Office Supplies,4
TXN_0000394,CUST_00027,2024-02-12,12.33,Clothing,5
TXN_0000395,CUST_00027,2023-11-09,170.69,Sports,4
TXN_0000396,CUST_00027,2024-07-25,31.19,Food & Beverage,5
TXN_0000397,CUST_00028,2024-03-27,54.1,Clothing,3
TXN_0000398,CUST_00028,2024-02-24,26.5,Automotive,2
TXN_0000399,CUST_00028,2024-08-17,43.69,Electronics,4
TXN_0000400,CUST_00028,2024-11-02,25.66,Automotive,5
TXN_0000401,CUST_00028,2024-09-29,26.42,Clothing,5
TXN_0000402,CUST_00028,2024-11-17,68.34,Automotive,1
TXN_0000403,CUST_00028,2024-05-08,22.51,Clothing,2
TXN_0000404,CUST_00028,2024-11-24,25.04,Home & Garden,1
TXN_0000405,CUST_00028,2024-11-02,15.44,Toys,3
TXN_0000406,CUST_00028,2024-03-25,30.93,Electronics,2
TXN_0000407,CUST_00028,2024-11-12,132.19,Books,2
TXN_0000408,CUST_00028,2024-03-07,23.53,Automotive,3
TXN_0000409,CUST_00028,2024-02-09,25.78,Clothing,1
TXN_0000410,CUST_00028,2024-10-08,54.06,Food & Beverage,3
TXN_0000411,CUST_00029,2024-08-01,271.46,Home & Garden,4
TXN_0000412,CUST_00029,2024-09-28,40.1,Electronics,2
TXN_0000413,CUST_00029,2024-03-29,59.71,Electronics,5
TXN_0000414,CUST_00029,2024-12-01,97.15,Food & Beverage,5
TXN_0000415,CUST_00029,2024-06-11,95.67,Home & Garden,5
TXN_0000416,CUST_00029,2024-07-05,55.03,Health & Beauty,5
