customer_id,churned,last_active_date
CUST_00156,0,2024-12-26
CUST_00157,0,2024-12-15
CUST_00158,1,2024-06-02
CUST_00159,0,2024-12-12
CUST_00160,0,2024-12-24
CUST_00161,0,2024-12-26
CUST_00162,0,2024-12-01
CUST_00163,0,2024-12-31
CUST_00164,0,2024-12-12
CUST_00165,1,2024-03-09
CUST_00166,0,2024-12-30
CUST_00167,0,2024-12-09
CUST_00168,0,2024-12-18
CUST_00169,0,2024-12-24
CUST_00170,0,2024-12-14
CUST_00171,0,2024-12-17
CUST_00172,0,2024-12-16
CUST_00173,0,2024-12-23
CUST_00174,0,2024-12-29
CUST_00175,0,2024-12-27
CUST_00176,1,2023-11-18
CUST_00177,1,2024-09-30
CUST_00178,1,2023-09-15
CUST_00179,0,2024-12-25
CUST_00180,0,2024-12-05
CUST_00181,0,2024-12-03
CUST_00182,0,2024-12-29
CUST_00183,1,2024-07-05
CUST_00184,0,2024-12-26
CUST_00185,1,2024-05-28
CUST_00186,0,2024-12-09
CUST_00187,0,2024-12-16
CUST_00188,0,2024-12-13
CUST_00189,0,2024-12-01
CUST_00190,0,2024-12-18
CUST_00191,0,2024-12-14
CUST_00192,0,2024-12-14
CUST_00193,0,2024-12-12
CUST_00194,0,2024-12-30
CUST_00195,1,2024-09-25
CUST_00196,0,2024-12-23
CUST_00197,0,2024-12-20
CUST_00198,1,2023-11-18
CUST_00199,0,2024-12-26
CUST_00200,0,2024-12-11
CUST_00201,0,2024-12-10
CUST_00202,1,2023-12-22
CUST_00203,1,2023-07-21
CUST_00204,0,2024-12-31
CUST_00205,0,2024-12-03
CUST_00206,0,2024-12-01
CUST_00207,1,2024-06-22
CUST_00208,0,2024-12-17
CUST_00209,1,2024-07-24
CUST_00210,1,2023-09-16
CUST_00211,0,2024-12-17
CUST_00212,0,2024-12-30
CUST_00213,0,2024-12-13
CUST_00214,1,2024-02-05
CUST_00215,0,2024-12-08
CUST_00216,0,2024-12-25
CUST_00217,0,2024-12-25
CUST_00218,0,2024-12-28
CUST_00219,0,2024-12-02
CUST_00220,0,2024-12-15
CUST_00221,0,2024-12-09
CUST_00222,0,2024-12-01
CUST_00223,0,2024-12-26
CUST_00224,0,2024-12-22
CUST_00225,0,2024-12-13
CUST_00226,1,2024-01-18
CUST_00227,0,2024-12-04
CUST_00228,0,2024-12-02
CUST_00229,1,2024-06-09
CUST_00230,0,2024-12-13
CUST_00231,0,2024-12-30
CUST_00232,1,2023-02-19
CUST_00233,0,2024-12-10
CUST_00234,0,2024-12-18
CUST_00235,0,2024-12-23
CUST_00236,0,2024-12-26
CUST_00237,0,2024-12-05
CUST_00238,0,2024-12-24
CUST_00239,0,2024-12-09
CUST_00240,0,2024-12-25
CUST_00241,1,2024-05-06
CUST_00242,1,2024-05-22
CUST_00243,1,2024-06-10
CUST_00244,1,2024-07-03
CUST_00245,0,2024-12-03
CUST_00246,0,2024-12-10
CUST_00247,0,2024-12-11
CUST_00248,0,2024-12-28
CUST_00249,1,2024-10-02
CUST_00250,1,2024-05-04
CUST_00251,0,2024-12-24
CUST_00252,1,2024-02-18
CUST_00253,0,2024-12-03
CUST_00254,1,2024-02-11
CUST_00255,0,2024-12-01
CUST_00256,0,2024-12-28
CUST_00257,0,2024-12-10
CUST_00258,0,2024-12-21
CUST_00259,0,2024-12-02
CUST_00260,0,2024-12-15
CUST_00261,0,2024-12-23
CUST_00262,0,2024-12-14
CUST_00263,0,2024-12-07
CUST_00264,1,2024-08-06
CUST_00265,0,2024-12-29
CUST_00266,0,2024-12-26
CUST_00267,0,2024-12-04
CUST_00268,0,2024-12-12
CUST_00269,1,2024-05-04
CUST_00270,1,2024-06-20
CUST_00271,0,2024-12-11
CUST_00272,1,2024-07-21
CUST_00273,1,2024-07-27
CUST_00274,0,2024-12-31
CUST_00275,0,2024-12-22
CUST_00276,0,2024-12-01
CUST_00277,0,2024-12-15
CUST_00278,0,2024-12-07
CUST_00279,0,2024-12-18
CUST_00280,0,2024-12-25
CUST_00281,0,2024-12-14
CUST_00282,0,2024-12-26
CUST_00283,1,2023-12-04
CUST_00284,1,2024-03-23
CUST_00285,0,2024-12-08
CUST_00286,0,2024-12-18
CUST_00287,1,2023-09-21
CUST_00288,0,2024-12-28
CUST_00289,1,2024-05-22
CUST_00290,1,2024-06-17
CUST_00291,1,2024-05-07
CUST_00292,0,2024-12-18
CUST_00293,0,2024-12-07
CUST_00294,0,2024-12-30
CUST_00295,1,2023-05-11
CUST_00296,0,2024-12-27
CUST_00297,1,2023-12-31
CUST_00298,1,2024-08-05
CUST_00299,0,2024-12-06
CUST_00300,0,2024-12-12
CUST_00301,0,2024-12-31
CUST_00302,1,2024-06-18
CUST_00303,0,2024-12-18
CUST_00304,1,2024-08-15
CUST_00305,0,2024-12-18
CUST_00306,1,2024-06-03
CUST_00307,0,2024-12-06
CUST_00308,0,2024-12-23
CUST_00309,1,2024-05-20
CUST_00310,1,2024-07-01
CUST_00311,1,2024-10-01
CUST_00312,1,2024-05-09
CUST_00313,0,2024-12-02
CUST_00314,0,2024-12-18
CUST_00315,1,2023-11-22
CUST_00316,1,2024-06-20
CUST_00317,0,2024-12-06
CUST_00318,0,2024-12-19
CUST_00319,0,2024-12-28
CUST_00320,0,2024-12-17
CUST_00321,0,2024-12-13
CUST_00322,0,2024-12-27
CUST_00323,0,2024-12-28
CUST_00324,0,2024-12-29
CUST_00325,1,2024-06-16
CUST_00326,0,2024-12-09
CUST_00327,0,2024-12-08
CUST_00328,0,2024-12-02
CUST_00329,1,2024-07-11
CUST_00330,0,2024-12-24
CUST_00331,1,2024-08-29
CUST_00332,0,2024-12-03
CUST_00333,1,2024-05-28
CUST_00334,1,2024-07-10
CUST_00335,0,2024-12-30
CUST_00336,0,2024-12-22
CUST_00337,0,2024-12-08
CUST_00338,0,2024-12-05
CUST_00339,1,2024-08-10
CUST_00340,1,2024-08-08
CUST_00341,0,2024-12-17
CUST_00342,0,2024-12-03
CUST_00343,0,2024-12-12
CUST_00344,0,2024-12-13
CUST_00345,0,2024-12-18
CUST_00346,1,2024-06-12
CUST_00347,0,2024-12-01
CUST_00348,0,2024-12-20
CUST_00349,0,2024-12-19
CUST_00350,0,2024-12-14
CUST_00351,1,2024-02-04
CUST_00352,1,2024-06-13
CUST_00353,0,2024-12-11
CUST_00354,0,2024-12-12
CUST_00355,0,2024-12-05
CUST_00356,0,2024-12-13
CUST_00357,0,2024-12-23
CUST_00358,0,2024-12-17
CUST_00359,0,2024-12-03
CUST_00360,0,2024-12-27
CUST_00361,0,2024-12-06
CUST_00362,0,2024-12-06
CUST_00363,1,2023-10-21
CUST_00364,0,2024-12-16
CUST_00365,0,2024-12-21
CUST_00366,0,2024-12-23
CUST_00367,1,2024-03-12
CUST_00368,1,2023-08-21
CUST_00369,0,2024-12-28
CUST_00370,0,2024-12-24
CUST_00371,0,2024-12-27
CUST_00372,0,2024-12-28
CUST_00373,1,2024-02-21
CUST_00374,0,2024-12-28
CUST_00375,0,2024-12-07
CUST_00376,0,2024-12-11
CUST_00377,1,2024-06-01
CUST_00378,0,2024-12-16
CUST_00379,0,2024-12-31
CUST_00380,1,2023-12-04
CUST_00381,0,2024-12-28
CUST_00382,1,2024-08-17
CUST_00383,0,2024-12-29
CUST_00384,1,2024-09-10
CUST_00385,0,2024-12-29
CUST_00386,0,2024-12-07
CUST_00387,0,2024-12-15
CUST_00388,1,2024-08-09
CUST_00389,0,2024-12-05
CUST_00390,1,2023-07-07
CUST_00391,1,2023-08-10
CUST_00392,1,2024-09-08
CUST_00393,0,2024-12-27
CUST_00394,0,2024-12-06
CUST_00395,0,2024-12-01
CUST_00396,0,2024-12-29
CUST_00397,1,2023-11-04
CUST_00398,1,2023-12-09
CUST_00399,1,2024-08-11
CUST_00400,0,2024-12-07
CUST_00401,0,2024-12-17
CUST_00402,0,2024-12-09
CUST_00403,1,2024-01-10
CUST_00404,0,2024-12-29
CUST_00405,0,2024-12-11
CUST_00406,0,2024-12-09
CUST_00407,0,2024-12-09
CUST_00408,0,2024-12-24
CUST_00409,0,2024-12-23
CUST_00410,0,2024-12-15
CUST_00411,0,2024-12-04
CUST_00412,0,2024-12-11
CUST_00413,0,2024-12-26
CUST_00414,0,2024-12-01
CUST_00415,0,2024-12-03
CUST_00416,1,2024-06-17
CUST_00417,1,2024-08-24
CUST_00418,0,2024-12-12
CUST_00419,1,2024-08-11
CUST_00420,0,2024-12-04
CUST_00421,0,2024-12-11
CUST_00422,0,2024-12-01
CUST_00423,1,2024-06-02
CUST_00424,0,2024-12-07
CUST_00425,0,2024-12-04
CUST_00426,0,2024-12-28
CUST_00427,1,2023-08-19
CUST_00428,1,2024-04-09
CUST_00429,1,2024-07-07
CUST_00430,1,2023-09-02
CUST_00431,0,2024-12-22
CUST_00432,0,2024-12-18
CUST_00433,0,2024-12-20
CUST_00434,0,2024-12-03
CUST_00435,0,2024-12-31
CUST_00436,0,2024-12-19
CUST_00437,0,2024-12-14
CUST_00438,0,2024-12-04
CUST_00439,0,2024-12-06
CUST_00440,1,2024-05-09
CUST_00441,0,2024-12-29
CUST_00442,0,2024-12-02
CUST_00443,1,2023-12-21
CUST_00444,0,2024-12-09
CUST_00445,1,2024-03-18
CUST_00446,0,2024-12-11
CUST_00447,0,2024-12-01
CUST_00448,0,2024-12-16
CUST_00449,1,2024-02-14
CUST_00450,0,2024-12-24
CUST_00451,0,2024-12-10
CUST_00452,1,2024-07-13
CUST_00453,0,2024-12-06
CUST_00454,0,2024-12-17
CUST_00455,1,2023-11-30
CUST_00456,0,2024-12-30
CUST_00457,1,2024-05-08
CUST_00458,1,2023-11-09
CUST_00459,1,2024-09-30
CUST_00460,0,2024-12-11
CUST_00461,0,2024-12-29
CUST_00462,1,2024-03-18
CUST_00463,0,2024-12-31
CUST_00464,0,2024-12-21
CUST_00465,0,2024-12-30
CUST_00466,0,2024-12-21
CUST_00467,0,2024-12-31
CUST_00468,0,2024-12-28
CUST_00469,0,2024-12-04
CUST_00470,0,2024-12-13
CUST_00471,1,2024-09-04
CUST_00472,0,2024-12-05
CUST_00473,0,2024-12-06
CUST_00474,0,2024-12-18
CUST_00475,1,2024-04-20
CUST_00476,0,2024-12-19
CUST_00477,0,2024-12-13
CUST_00478,0,2024-12-09
CUST_00479,0,2024-12-16
CUST_00480,0,2024-12-26
CUST_00481,0,2024-12-08
CUST_00482,0,2024-12-30
CUST_00483,0,2024-12-18
CUST_00484,1,2024-08-29
CUST_00485,0,2024-12-04
CUST_00486,0,2024-12-15
CUST_00487,0,2024-12-30
CUST_00488,0,2024-12-30
CUST_00489,0,2024-12-10
CUST_00490,0,2024-12-19
CUST_00491,0,2024-12-19
CUST_00492,0,2024-12-20
CUST_00493,1,2024-07-25
CUST_00494,1,2023-06-19
CUST_00495,0,2024-12-21
CUST_00496,1,2023-12-22
CUST_00497,0,2024-12-27
CUST_00498,0,2024-12-15
CUST_00499,0,2024-12-10
CUST_00500,0,2024-12-01
CUST_00501,1,2023-10-20
CUST_00502,0,2024-12-31
CUST_00503,1,2024-09-09
CUST_00504,0,2024-12-23
CUST_00505,0,2024-12-03
CUST_00506,0,2024-12-30
CUST_00507,0,2024-12-11
CUST_00508,1,2024-08-08
CUST_00509,1,2024-04-06
CUST_00510,0,2024-12-23
CUST_00511,0,2024-12-01
CUST_00512,0,2024-12-13
CUST_00513,0,2024-12-01
CUST_00514,0,2024-12-22
CUST_00515,1,2024-09-21
CUST_00516,0,2024-12-24
CUST_00517,0,2024-12-11
CUST_00518,1,2023-09-18
CUST_00519,0,2024-12-22
CUST_00520,0,2024-12-11
CUST_00521,1,2024-06-29
CUST_00522,1,2023-03-08
CUST_00523,0,2024-12-03
CUST_00524,0,2024-12-03
CUST_00525,1,2024-08-24
CUST_00526,0,2024-12-21
CUST_00527,0,2024-12-24
CUST_00528,0,2024-12-24
CUST_00529,1,2024-08-29
CUST_00530,1,2023-12-04
CUST_00531,0,2024-12-29
CUST_00532,0,2024-12-08
CUST_00533,1,2023-11-15
CUST_00534,0,2024-12-03
CUST_00535,1,2024-04-23
CUST_00536,0,2024-12-22
CUST_00537,1,2024-03-15
CUST_00538,0,2024-12-06
CUST_00539,1,2023-09-17
CUST_00540,0,2024-12-20
CUST_00541,1,2024-04-30
CUST_00542,0,2024-12-04
CUST_00543,0,2024-12-28
CUST_00544,1,2024-05-18
CUST_00545,1,2024-06-14
CUST_00546,0,2024-12-14
CUST_00547,0,2024-12-13
CUST_00548,0,2024-12-27
CUST_00549,1,2024-07-29
CUST_00550,0,2024-12-19
CUST_00551,0,2024-12-07
CUST_00552,0,2024-12-03
CUST_00553,1,2023-07-08
CUST_00554,0,2024-12-30
CUST_00555,1,2024-07-28
CUST_00556,0,2024-12-08
CUST_00557,0,2024-12-29
CUST_00558,0,2024-12-12
CUST_00559,0,2024-12-27
CUST_00560,0,2024-12-20
CUST_00561,0,2024-12-08
CUST_00562,0,2024-12-18
CUST_00563,0,2024-12-28
CUST_00564,1,2024-06-29
CUST_00565,0,2024-12-28
CUST_00566,0,2024-12-21
CUST_00567,0,2024-12-25
CUST_00568,1,2024-03-18
CUST_00569,0,2024-12-27
CUST_00570,1,2024-06-23
CUST_00571,0,2024-12-02
CUST_00572,0,2024-12-02
CUST_00573,1,2024-08-17
CUST_00574,0,2024-12-28
CUST_00575,0,2024-12-05
CUST_00576,0,2024-12-16
CUST_00577,0,2024-12-22
CUST_00578,1,2024-09-28
CUST_00579,0,2024-12-13
CUST_00580,1,2024-06-07
CUST_00581,1,2024-05-07
CUST_00582,1,2024-01-07
CUST_00583,0,2024-12-21
CUST_00584,1,2024-05-10
CUST_00585,0,2024-12-09
CUST_00586,0,2024-12-21
CUST_00587,0,2024-12-27
CUST_00588,0,2024-12-13
CUST_00589,1,2023-10-04
CUST_00590,1,2024-05-27
CUST_00591,1,2023-10-31
CUST_00592,1,2023-06-23
CUST_00593,0,2024-12-26
CUST_00594,0,2024-12-17
CUST_00595,1,2024-02-06
CUST_00596,1,2024-08-25
CUST_00597,0,2024-12-13
CUST_00598,1,2024-08-30
CUST_00599,0,2024-12-28
CUST_00600,1,2024-08-21
CUST_00601,1,2024-06-30
CUST_00602,0,2024-12-06
CUST_00603,0,2024-12-12
CUST_00604,1,2023-09-16
CUST_00605,1,2023-10-14
CUST_00606,1,2024-08-10
CUST_00607,0,2024-12-16
CUST_00608,0,2024-12-22
CUST_00609,0,2024-12-12
CUST_00610,1,2024-09-14
CUST_00611,0,2024-12-21
CUST_00612,0,2024-12-27
CUST_00613,1,2024-08-06
CUST_00614,0,2024-12-22
CUST_00615,0,2024-12-25
CUST_00616,0,2024-12-01
CUST_00617,0,2024-12-07
CUST_00618,0,2024-12-11
CUST_00619,0,2024-12-11
CUST_00620,0,2024-12-14
CUST_00621,1,2024-09-27
CUST_00622,1,2024-07-29
CUST_00623,0,2024-12-01
CUST_00624,1,2024-08-21
CUST_00625,0,2024-12-23
CUST_00626,1,2023-09-23
CUST_00627,0,2024-12-19
CUST_00628,0,2024-12-22
CUST_00629,1,2023-12-13
CUST_00630,0,2024-12-26
CUST_00631,0,2024-12-21
CUST_00632,0,2024-12-11
CUST_00633,0,2024-12-26
CUST_00634,0,2024-12-08
CUST_00635,0,2024-12-20
CUST_00636,1,2024-06-25
CUST_00637,1,2024-04-02
CUST_00638,0,2024-12-14
CUST_00639,0,2024-12-07
CUST_00640,1,2024-09-06
CUST_00641,0,2024-12-04
CUST_00642,0,2024-12-20
CUST_00643,0,2024-12-31
CUST_00644,1,2024-08-28
CUST_00645,0,2024-12-17
CUST_00646,0,2024-12-17
CUST_00647,0,2024-12-31
CUST_00648,0,2024-12-05
CUST_00649,0,2024-12-05
CUST_00650,0,2024-12-20
CUST_00651,1,2023-09-07
CUST_00652,0,2024-12-15
CUST_00653,0,2024-12-03
CUST_00654,0,2024-12-17
CUST_00655,0,2024-12-01
CUST_00656,1,2023-05-14
CUST_00657,0,2024-12-08
CUST_00658,0,2024-12-09
CUST_00659,0,2024-12-22
CUST_00660,0,2024-12-06
CUST_00661,0,2024-12-24
CUST_00662,1,2023-12-06
CUST_00663,0,2024-12-28
CUST_00664,0,2024-12-07
CUST_00665,0,2024-12-30
CUST_00666,0,2024-12-09
CUST_00667,0,2024-12-24
CUST_00668,0,2024-12-11
CUST_00669,0,2024-12-12
CUST_00670,0,2024-12-14
CUST_00671,0,2024-12-15
CUST_00672,0,2024-12-27
CUST_00673,1,2024-07-30
CUST_00674,1,2024-05-05
CUST_00675,0,2024-12-01
CUST_00676,1,2024-04-08
CUST_00677,0,2024-12-27
CUST_00678,0,2024-12-01
CUST_00679,0,2024-12-17
CUST_00680,0,2024-12-12
CUST_00681,1,2024-02-28
CUST_00682,0,2024-12-06
CUST_00683,0,2024-12-03
CUST_00684,1,2024-08-29
CUST_00685,0,2024-12-08
CUST_00686,0,2024-12-06
CUST_00687,0,2024-12-06
CUST_00688,1,2024-09-14
CUST_00689,0,2024-12-05
CUST_00690,0,2024-12-03
CUST_00691,1,2024-07-08
CUST_00692,1,2024-05-12
CUST_00693,0,2024-12-20
CUST_00694,1,2024-01-30
CUST_00695,0,2024-12-09
CUST_00696,0,2024-12-02
CUST_00697,1,2024-04-02
CUST_00698,0,2024-12-18
CUST_00699,0,2024-12-06
CUST_00700,0,2024-12-13
CUST_00701,0,2024-12-12
CUST_00702,1,2024-09-30
CUST_00703,0,2024-12-25
CUST_00704,0,2024-12-03
CUST_00705,0,2024-12-04
CUST_00706,1,2024-02-16
CUST_00707,1,2024-05-19
CUST_00708,0,2024-12-19
CUST_00709,0,2024-12-17
CUST_00710,0,2024-12-13
CUST_00711,0,2024-12-04
CUST_00712,0,2024-12-07
CUST_00713,1,2024-04-08
CUST_00714,0,2024-12-20
CUST_00715,0,2024-12-31
CUST_00716,0,2024-12-26
CUST_00717,0,2024-12-13
CUST_00718,0,2024-12-22
CUST_00719,1,2024-08-08
CUST_00720,1,2024-05-11
CUST_00721,0,2024-12-01
CUST_00722,1,2024-08-12
CUST_00723,0,2024-12-16
CUST_00724,0,2024-12-10
CUST_00725,0,2024-12-20
CUST_00726,0,2024-12-18
CUST_00727,0,2024-12-26
CUST_00728,1,2023-10-25
CUST_00729,0,2024-12-26
CUST_00730,0,2024-12-01
CUST_00731,0,2024-12-14
CUST_00732,0,2024-12-30
CUST_00733,0,2024-12-18
CUST_00734,1,2024-05-31
CUST_00735,0,2024-12-30
CUST_00736,0,2024-12-11
CUST_00737,0,2024-12-03
CUST_00738,0,2024-12-12
CUST_00739,0,2024-12-06
CUST_00740,1,2023-07-05
CUST_00741,0,2024-12-21
CUST_00742,0,2024-12-28
CUST_00743,1,2023-08-07
CUST_00744,1,2024-04-30
CUST_00745,0,2024-12-19
CUST_00746,0,2024-12-29
CUST_00747,1,2024-06-24
CUST_00748,1,2024-03-28
CUST_00749,0,2024-12-12
CUST_00750,0,2024-12-13
CUST_00751,1,2024-04-02
CUST_00752,0,2024-12-21
CUST_00753,0,2024-12-14
CUST_00754,0,2024-12-07
CUST_00755,0,2024-12-22
CUST_00756,0,2024-12-20
CUST_00757,0,2024-12-30
CUST_00758,0,2024-12-12
CUST_00759,0,2024-12-05
CUST_00760,0,2024-12-15
CUST_00761,1,2024-08-09
CUST_00762,1,2024-08-12
CUST_00763,0,2024-12-20
CUST_00764,0,2024-12-01
CUST_00765,0,2024-12-15
CUST_00766,0,2024-12-06
CUST_00767,0,2024-12-05
CUST_00768,0,2024-12-20
CUST_00769,0,2024-12-01
CUST_00770,0,2024-12-28
CUST_00771,0,2024-12-07
CUST_00772,0,2024-12-21
CUST_00773,0,2024-12-07
CUST_00774,0,2024-12-21
CUST_00775,0,2024-12-06
CUST_00776,0,2024-12-21
CUST_00777,0,2024-12-10
CUST_00778,0,2024-12-27
CUST_00779,0,2024-12-08
CUST_00780,0,2024-12-25
CUST_00781,0,2024-12-15
CUST_00782,0,2024-12-18
CUST_00783,0,2024-12-17
CUST_00784,1,2024-08-10
CUST_00785,0,2024-12-05
CUST_00786,0,2024-12-26
CUST_00787,0,2024-12-17
CUST_00788,0,2024-12-21
CUST_00789,0,2024-12-24
CUST_00790,0,2024-12-06
CUST_00791,0,2024-12-18
CUST_00792,0,2024-12-18
CUST_00793,1,2024-07-15
CUST_00794,0,2024-12-13
CUST_00795,0,2024-12-04
CUST_00796,0,2024-12-30
CUST_00797,0,2024-12-08
CUST_00798,0,2024-12-23
CUST_00799,1,2024-07-22
CUST_00800,0,2024-12-16
CUST_00801,1,2024-08-11
CUST_00802,0,2024-12-05
CUST_00803,0,2024-12-18
CUST_00804,1,2024-09-14
CUST_00805,1,2024-05-27
CUST_00806,0,2024-12-31
CUST_00807,0,2024-12-14
CUST_00808,0,2024-12-26
CUST_00809,0,2024-12-28
CUST_00810,0,2024-12-28
CUST_00811,1,2024-04-27
CUST_00812,0,2024-12-03
CUST_00813,0,2024-12-08
CUST_00814,0,2024-12-23
CUST_00815,1,2024-07-14
CUST_00816,0,2024-12-18
CUST_00817,1,2023-09-20
CUST_00818,1,2023-05-11
CUST_00819,0,2024-12-06
CUST_00820,1,2024-08-02
CUST_00821,0,2024-12-14
CUST_00822,1,2024-09-09
CUST_00823,1,2023-06-25
CUST_00824,0,2024-12-26
CUST_00825,0,2024-12-15
CUST_00826,0,2024-12-21
CUST_00827,1,2024-03-22
CUST_00828,0,2024-12-12
CUST_00829,0,2024-12-27
CUST_00830,0,2024-12-16
CUST_00831,0,2024-12-10
CUST_00832,0,2024-12-10
CUST_00833,0,2024-12-08
CUST_00834,0,2024-12-18
CUST_00835,1,2023-09-08
CUST_00836,0,2024-12-05
CUST_00837,1,2024-07-10
CUST_00838,0,2024-12-22
CUST_00839,0,2024-12-14
CUST_00840,1,2024-01-29
CUST_00841,0,2024-12-06
CUST_00842,1,2024-09-17
CUST_00843,0,2024-12-04
CUST_00844,0,2024-12-23
CUST_00845,0,2024-12-04
CUST_00846,0,2024-12-30
CUST_00847,0,2024-12-31
CUST_00848,0,2024-12-10
CUST_00849,1,2024-01-20
CUST_00850,0,2024-12-19
CUST_00851,0,2024-12-24
CUST_00852,0,2024-12-26
CUST_00853,1,2023-11-16
CUST_00854,0,2024-12-02
CUST_00855,0,2024-12-16
CUST_00856,0,2024-12-17
CUST_00857,0,2024-12-13
CUST_00858,0,2024-12-08
CUST_00859,0,2024-12-09
CUST_00860,0,2024-12-10
CUST_00861,0,2024-12-12
CUST_00862,0,2024-12-04
CUST_00863,0,2024-12-29
CUST_00864,1,2023-04-22
CUST_00865,0,2024-12-02
CUST_00866,0,2024-12-20
CUST_00867,0,2024-12-15
CUST_00868,1,2024-09-12
CUST_00869,1,2024-04-01
CUST_00870,0,2024-12-23
CUST_00871,0,2024-12-29
CUST_00872,0,2024-12-14
CUST_00873,0,2024-12-11
