customer_id,age,gender,city,signup_date,subscription_tier
CUST_00127,50,Male,Los Angeles,2024-03-17,Basic
CUST_00128,34,Female,Philadelphia,2024-03-09,Premium
CUST_00129,57,Female,San Antonio,2024-04-23,Enterprise
CUST_00130,18,Male,Nashville,2023-02-25,Enterprise
CUST_00131,18,Female,Seattle,2023-04-11,Free
CUST_00132,42,Male,New York,2024-02-17,Basic
CUST_00133,37,Female,Denver,2023-12-14,Free
CUST_00134,31,Male,Boston,2023-04-22,Free
CUST_00135,36,Male,Houston,2023-07-16,Basic
CUST_00136,61,Male,Houston,2024-07-03,Premium
CUST_00137,29,Female,San Diego,2023-05-24,Enterprise
CUST_00138,36,Female,San Antonio,2023-07-07,Premium
CUST_00139,31,Male,Phoenix,2024-04-18,Basic
CUST_00140,19,Male,Houston,2023-03-19,Premium
CUST_00141,44,Female,San Diego,2023-04-11,Basic
CUST_00142,36,Female,New York,2023-01-16,Free
CUST_00143,28,Male,Los Angeles,2023-08-31,Basic
CUST_00144,30,Male,Chicago,2024-02-21,Premium
CUST_00145,58,Female,San Diego,2024-05-07,Basic
CUST_00146,38,Female,Houston,2024-02-15,Premium
CUST_00147,25,Male,Portland,2023-03-02,Basic
CUST_00148,49,Male,Chicago,2024-01-24,Enterprise
CUST_00149,21,Male,New York,2024-02-04,Free
CUST_00150,30,Male,Phoenix,2024-04-10,Free
CUST_00151,38,Male,Phoenix,2024-03-09,Enterprise
CUST_00152,35,Non-binary,Denver,2024-05-13,Premium
CUST_00153,31,Male,Chicago,2023-07-14,Premium
CUST_00154,39,Female,Phoenix,2023-08-11,Free
CUST_00155,30,Male,New York,2023-03-04,Basic
CUST_00156,18,Male,Denver,2023-11-18,Basic
CUST_00157,45,Male,New York,2023-02-21,Basic
CUST_00158,30,Male,Austin,2024-05-03,Free
CUST_00159,50,Male,Dallas,2024-06-27,Premium
CUST_00160,44,Male,Chicago,2023-02-28,Basic
CUST_00161,44,Female,Dallas,2023-03-24,Enterprise
CUST_00162,42,Female,Nashville,2023-07-10,Free
CUST_00163,39,Female,Los Angeles,2023-03-11,Premium
CUST_00164,42,Male,Seattle,2023-08-29,Free
CUST_00165,42,Female,San Antonio,2023-05-03,Basic
CUST_00166,48,Male,Portland,2023-09-10,Premium
CUST_00167,18,Male,Austin,2023-02-10,Basic
CUST_00168,38,Male,Austin,2023-03-25,Premium
CUST_00169,47,Female,San Antonio,2024-06-19,Basic
CUST_00170,20,Male,Philadelphia,2023-09-25,Premium
CUST_00171,45,Female,Houston,2023-11-18,Premium
CUST_00172,32,Male,Houston,2023-09-29,Premium
CUST_00173,38,Female,San Antonio,2023-05-15,Premium
CUST_00174,50,Male,Seattle,2023-11-04,Premium
CUST_00175,34,Female,San Diego,2023-11-20,Free
CUST_00176,47,Female,Portland,2023-03-16,Basic
CUST_00177,42,Male,New York,2024-04-14,Basic
CUST_00178,18,Male,Austin,2023-04-13,Enterprise
CUST_00179,41,Female,Los Angeles,2024-07-04,Basic
CUST_00180,39,Female,Houston,2024-06-02,Enterprise
CUST_00181,28,Female,Phoenix,2023-05-16,Basic
CUST_00182,57,Female,Portland,2023-12-24,Enterprise
CUST_00183,26,Non-binary,Portland,2023-03-12,Premium
CUST_00184,38,Female,Portland,2023-09-08,Basic
CUST_00185,36,Female,Philadelphia,2023-10-19,Free
CUST_00186,25,Female,Chicago,2024-03-24,Enterprise
CUST_00187,22,Female,Nashville,2023-11-06,Basic
CUST_00188,34,Male,Austin,2024-06-25,Free
CUST_00189,18,Female,New York,2023-11-03,Basic
CUST_00190,60,Male,Portland,2023-04-17,Premium
CUST_00191,34,Male,Portland,2023-05-18,Enterprise
CUST_00192,68,Male,Phoenix,2023-04-29,Premium
CUST_00193,40,Male,Portland,2023-04-20,Free
CUST_00194,37,Female,Denver,2023-06-09,Free
CUST_00195,34,Female,Phoenix,2023-10-16,Basic
CUST_00196,52,Male,Austin,2023-08-04,Free
CUST_00197,21,Female,Denver,2023-12-18,Basic
CUST_00198,49,Male,Houston,2023-09-28,Free
CUST_00199,46,Male,Dallas,2024-05-15,Free
CUST_00200,31,Female,Phoenix,2023-02-22,Free
CUST_00201,35,Female,Los Angeles,2024-03-09,Premium
CUST_00202,33,Female,Nashville,2023-10-11,Free
CUST_00203,45,Male,New York,2023-01-04,Free
CUST_00204,41,Male,Philadelphia,2023-05-14,Premium
CUST_00205,31,Male,Seattle,2023-09-26,Basic
CUST_00206,19,Female,Chicago,2024-03-28,Basic
CUST_00207,18,Male,Dallas,2024-03-13,Enterprise
CUST_00208,31,Female,Dallas,2023-01-10,Basic
CUST_00209,39,Male,Los Angeles,2023-03-19,Free
CUST_00210,41,Female,Portland,2023-06-02,Free
CUST_00211,40,Non-binary,Dallas,2023-02-06,Basic
CUST_00212,31,Male,Nashville,2024-01-14,Enterprise
CUST_00213,40,Male,Austin,2023-06-01,Basic
CUST_00214,50,Male,San Antonio,2023-05-11,Free
CUST_00215,41,Female,New York,2023-11-12,Premium
CUST_00216,18,Female,Philadelphia,2023-02-10,Free
CUST_00217,44,Male,Portland,2024-01-02,Basic
CUST_00218,30,Male,Houston,2023-09-13,Basic
CUST_00219,26,Female,Seattle,2023-04-16,Basic
CUST_00220,43,Female,Philadelphia,2024-02-21,Free
CUST_00221,31,Female,Austin,2023-06-08,Basic
CUST_00222,51,Male,Portland,2023-08-31,Free
CUST_00223,37,Female,Nashville,2023-06-16,Basic
CUST_00224,46,Female,Boston,2023-07-01,Premium
CUST_00225,45,Male,Portland,2024-02-27,Free
CUST_00226,37,Male,New York,2023-07-03,Basic
CUST_00227,42,Female,Denver,2023-12-07,Premium
CUST_00228,48,Male,Boston,2024-02-26,Basic
CUST_00229,43,Male,Boston,2023-09-12,Basic
CUST_00230,25,Female,Phoenix,2023-06-13,Enterprise
CUST_00231,37,Female,Boston,2023-04-21,Premium
CUST_00232,49,Male,San Antonio,2023-02-09,Basic
CUST_00233,32,Male,Nashville,2024-04-26,Premium
CUST_00234,53,Male,Houston,2023-07-24,Basic
CUST_00235,55,Male,Nashville,2024-04-16,Basic
CUST_00236,41,Male,Philadelphia,2023-11-09,Free
CUST_00237,38,Female,Nashville,2023-08-22,Premium
CUST_00238,31,Male,Houston,2023-01-25,Basic
CUST_00239,32,Male,Seattle,2023-07-17,Premium
CUST_00240,32,Male,San Antonio,2023-12-03,Free
CUST_00241,25,Male,Phoenix,2023-03-13,Free
CUST_00242,37,Male,Boston,2023-10-13,Premium
CUST_00243,49,Female,Philadelphia,2024-06-05,Basic
CUST_00244,24,Non-binary,San Antonio,2024-07-03,Free
CUST_00245,39,Female,Philadelphia,2023-01-29,Basic
CUST_00246,30,Male,Los Angeles,2023-09-25,Free
CUST_00247,30,Male,Chicago,2023-09-29,Enterprise
CUST_00248,55,Female,New York,2023-04-22,Free
CUST_00249,31,Male,Austin,2024-03-20,Basic
CUST_00250,56,Male,Philadelphia,2023-11-18,Premium
CUST_00251,30,Female,San Antonio,2024-06-07,Enterprise
CUST_00252,41,Female,Los Angeles,2024-01-30,Basic
CUST_00253,35,Male,Portland,2023-07-14,Free
CUST_00254,37,Male,Phoenix,2023-02-15,Free
CUST_00255,31,Female,Denver,2024-03-22,Basic
CUST_00256,68,Female,New York,2024-06-16,Basic
CUST_00257,46,Male,Portland,2023-07-21,Premium
CUST_00258,45,Female,Philadelphia,2024-03-17,Premium
CUST_00259,47,Female,Los Angeles,2023-12-05,Premium
CUST_00260,54,Male,Austin,2023-11-18,Premium
CUST_00261,35,Male,Seattle,2023-05-08,Premium
CUST_00262,42,Female,Denver,2023-11-04,Basic
CUST_00263,40,Female,Dallas,2023-11-13,Free
CUST_00264,45,Female,Seattle,2024-02-23,Free
CUST_00265,40,Non-binary,Philadelphia,2024-02-17,Basic
CUST_00266,45,Male,Denver,2023-10-30,Enterprise
CUST_00267,32,Male,Dallas,2023-05-11,Premium
CUST_00268,39,Male,Houston,2024-03-06,Basic
CUST_00269,31,Female,Seattle,2024-01-24,Free
CUST_00270,56,Female,Seattle,2023-06-28,Basic
CUST_00271,20,Male,Austin,2023-11-05,Premium
CUST_00272,25,Male,San Antonio,2023-01-01,Premium
CUST_00273,22,Female,Phoenix,2023-10-21,Free
CUST_00274,45,Male,Houston,2024-03-16,Basic
CUST_00275,19,Non-binary,Boston,2023-11-26,Basic
CUST_00276,35,Male,San Diego,2024-03-28,Free
CUST_00277,22,Female,San Diego,2023-08-07,Basic
CUST_00278,42,Female,Dallas,2024-04-29,Premium
CUST_00279,45,Male,Boston,2023-06-23,Free
CUST_00280,40,Female,Seattle,2023-03-28,Basic
CUST_00281,29,Male,Phoenix,2024-06-11,Basic
CUST_00282,39,Male,Seattle,2023-12-10,Premium
CUST_00283,32,Male,Los Angeles,2023-08-29,Free
CUST_00284,32,Female,Seattle,2023-11-14,Free
CUST_00285,47,Female,Houston,2023-07-23,Free
CUST_00286,26,Male,Chicago,2023-01-26,Enterprise
CUST_00287,37,Female,New York,2023-09-08,Premium
CUST_00288,35,Male,San Diego,2023-03-16,Basic
CUST_00289,35,Male,San Diego,2024-02-29,Free
CUST_00290,25,Female,Portland,2023-07-19,Premium
CUST_00291,31,Male,Denver,2024-01-29,Free
CUST_00292,54,Male,San Diego,2024-02-14,Enterprise
CUST_00293,38,Female,Houston,2023-06-01,Premium
CUST_00294,48,Male,Seattle,2023-01-06,Premium
CUST_00295,53,Male,Portland,2023-04-20,Basic
CUST_00296,58,Male,Boston,2024-03-11,Free
CUST_00297,30,Female,Houston,2023-06-30,Free
CUST_00298,44,Female,Boston,2024-06-14,Basic
CUST_00299,58,Male,San Diego,2023-02-21,Enterprise
CUST_00300,38,Male,Dallas,2023-09-13,Premium
CUST_00301,34,Female,Portland,2023-05-05,Premium
CUST_00302,32,Male,San Diego,2023-05-17,Basic
CUST_00303,40,Male,Boston,2024-04-20,Premium
CUST_00304,50,Female,Seattle,2024-06-27,Basic
CUST_00305,45,Female,Dallas,2023-11-21,Free
CUST_00306,55,Female,Boston,2024-03-29,Free
CUST_00307,43,Male,Austin,2024-05-31,Free
CUST_00308,37,Male,San Antonio,2024-04-01,Premium
CUST_00309,47,Male,Portland,2023-06-12,Basic
CUST_00310,33,Non-binary,Denver,2024-05-01,Free
CUST_00311,22,Female,San Diego,2023-09-23,Free
CUST_00312,37,Male,Boston,2023-09-11,Free
CUST_00313,38,Male,Nashville,2023-10-11,Premium
CUST_00314,19,Female,Boston,2024-06-17,Premium
CUST_00315,33,Male,San Diego,2023-09-02,Premium
CUST_00316,34,Female,Phoenix,2024-03-26,Premium
CUST_00317,50,Male,Los Angeles,2023-10-20,Free
CUST_00318,37,Female,Houston,2023-10-06,Enterprise
CUST_00319,46,Male,Philadelphia,2023-11-24,Basic
CUST_00320,48,Male,Portland,2023-03-24,Basic
CUST_00321,63,Male,Chicago,2023-06-04,Free
CUST_00322,51,Male,Houston,2024-01-28,Premium
CUST_00323,30,Female,Denver,2023-06-06,Free
CUST_00324,48,Female,Denver,2023-08-08,Premium
CUST_00325,66,Female,Los Angeles,2024-02-29,Basic
CUST_00326,51,Male,San Antonio,2023-12-05,Premium
CUST_00327,57,Male,Dallas,2024-04-22,Premium
CUST_00328,37,Female,San Antonio,2023-03-05,Premium
CUST_00329,57,Female,Houston,2024-03-06,Basic
CUST_00330,52,Female,San Antonio,2023-01-21,Premium
CUST_00331,34,Female,Nashville,2024-01-25,Free
CUST_00332,35,Male,San Diego,2023-01-07,Basic
CUST_00333,57,Male,Philadelphia,2023-11-02,Basic
CUST_00334,30,Male,Boston,2024-02-04,Free
CUST_00335,57,Female,Nashville,2024-03-05,Basic
CUST_00336,49,Female,Dallas,2023-08-14,Basic
CUST_00337,21,Female,San Diego,2023-08-13,Basic
CUST_00338,54,Female,Phoenix,2024-03-22,Premium
CUST_00339,47,Male,San Diego,2023-01-30,Enterprise
CUST_00340,28,Female,San Antonio,2023-12-11,Free
CUST_00341,26,Female,Seattle,2024-02-19,Basic
CUST_00342,49,Female,Denver,2023-06-19,Free
CUST_00343,26,Male,Nashville,2024-04-23,Premium
CUST_00344,39,Female,Portland,2023-05-11,Free
CUST_00345,18,Non-binary,Austin,2024-06-30,Basic
CUST_00346,40,Male,New York,2024-02-08,Basic
CUST_00347,39,Female,Austin,2023-01-28,Premium
CUST_00348,29,Female,Los Angeles,2024-03-14,Basic
CUST_00349,23,Female,Chicago,2024-04-17,Free
CUST_00350,34,Female,Chicago,2023-02-21,Free
CUST_00351,27,Female,Phoenix,2024-01-24,Free
CUST_00352,45,Male,Philadelphia,2023-08-05,Free
CUST_00353,38,Female,San Diego,2023-12-01,Basic
CUST_00354,31,Female,Philadelphia,2024-01-24,Basic
CUST_00355,28,Male,Phoenix,2024-03-07,Premium
CUST_00356,44,Male,Phoenix,2023-03-25,Free
CUST_00357,31,Male,San Diego,2023-01-20,Basic
CUST_00358,38,Male,Denver,2023-02-23,Premium
CUST_00359,40,Female,Philadelphia,2023-08-18,Premium
CUST_00360,18,Male,Seattle,2023-03-12,Premium
CUST_00361,58,Male,Boston,2023-02-11,Free
CUST_00362,44,Male,Boston,2023-02-01,Premium
CUST_00363,40,Male,Houston,2023-07-24,Basic
CUST_00364,29,Female,Nashville,2023-01-21,Premium
CUST_00365,24,Non-binary,Austin,2023-06-06,Enterprise
CUST_00366,52,Female,Houston,2023-05-10,Basic
CUST_00367,40,Male,San Diego,2023-04-28,Premium
CUST_00368,46,Male,Austin,2023-08-12,Basic
CUST_00369,28,Male,San Diego,2023-09-20,Enterprise
CUST_00370,18,Male,Boston,2024-01-13,Basic
CUST_00371,42,Female,Chicago,2023-04-28,Basic
CUST_00372,38,Male,Boston,2023-06-17,Premium
CUST_00373,41,Female,Phoenix,2023-04-21,Basic
CUST_00374,35,Male,Austin,2023-01-27,Premium
CUST_00375,38,Female,Portland,2023-11-16,Premium
CUST_00376,37,Female,Austin,2024-01-20,Premium
CUST_00377,38,Male,San Antonio,2023-07-23,Free
CUST_00378,30,Male,Los Angeles,2023-09-06,Free
CUST_00379,38,Non-binary,Los Angeles,2023-11-05,Basic
CUST_00380,38,Male,Nashville,2023-05-04,Free
CUST_00381,23,Female,Boston,2023-02-12,Premium
CUST_00382,35,Male,Philadelphia,2024-06-29,Enterprise
CUST_00383,39,Non-binary,San Antonio,2024-01-15,Free
CUST_00384,30,Female,Los Angeles,2024-06-02,Free
CUST_00385,39,Female,Seattle,2023-12-16,Basic
CUST_00386,49,Female,New York,2024-03-06,Basic
CUST_00387,21,Male,Nashville,2024-05-16,Basic
CUST_00388,44,Female,Los Angeles,2024-03-19,Free
CUST_00389,31,Male,Philadelphia,2024-04-15,Free
CUST_00390,31,Female,Denver,2023-06-06,Free
CUST_00391,37,Male,San Antonio,2023-06-30,Basic
CUST_00392,52,Male,Denver,2024-06-18,Basic
CUST_00393,32,Female,Seattle,2023-10-04,Basic
CUST_00394,21,Male,Austin,2024-05-10,Premium
CUST_00395,29,Female,San Diego,2024-03-22,Basic
CUST_00396,46,Male,Nashville,2023-10-02,Enterprise
CUST_00397,63,Female,Philadelphia,2023-09-09,Premium
CUST_00398,53,Male,Nashville,2023-03-30,Basic
CUST_00399,43,Female,Phoenix,2024-04-06,Premium
CUST_00400,33,Male,Houston,2024-04-20,Free
CUST_00401,21,Male,Austin,2024-01-24,Premium
CUST_00402,25,Male,Philadelphia,2023-01-30,Free
CUST_00403,52,Male,San Diego,2023-11-29,Free
CUST_00404,49,Female,Chicago,2024-05-14,Basic
CUST_00405,34,Female,Houston,2023-12-30,Premium
CUST_00406,43,Male,Boston,2023-09-22,Enterprise
CUST_00407,30,Non-binary,Philadelphia,2023-10-14,Basic
CUST_00408,56,Female,Portland,2023-10-10,Premium
CUST_00409,33,Female,Dallas,2023-01-11,Free
CUST_00410,25,Male,Dallas,2023-07-15,Basic
CUST_00411,35,Female,Los Angeles,2023-09-05,Basic
CUST_00412,48,Female,Denver,2024-02-21,Premium
CUST_00413,35,Female,San Diego,2023-09-04,Basic
CUST_00414,43,Female,Denver,2024-05-02,Premium
CUST_00415,40,Non-binary,Seattle,2024-05-17,Enterprise
CUST_00416,42,Female,San Diego,2023-01-18,Free
CUST_00417,52,Female,Los Angeles,2023-10-29,Basic
CUST_00418,40,Male,Houston,2024-02-19,Basic
CUST_00419,47,Female,Denver,2023-09-07,Premium
CUST_00420,36,Male,Phoenix,2024-01-13,Free
CUST_00421,35,Female,San Diego,2024-06-27,Free
CUST_00422,58,Female,Philadelphia,2024-03-11,Free
CUST_00423,52,Female,Denver,2023-12-05,Free
CUST_00424,28,Female,Philadelphia,2024-04-09,Basic
CUST_00425,27,Male,Phoenix,2023-11-10,Premium
CUST_00426,58,Female,Phoenix,2023-08-25,Basic
CUST_00427,20,Female,Los Angeles,2023-07-17,Free
CUST_00428,19,Female,Philadelphia,2023-05-03,Free
CUST_00429,31,Female,Denver,2024-07-02,Free
CUST_00430,56,Female,Boston,2023-07-09,Basic
CUST_00431,50,Male,Houston,2023-08-10,Premium
CUST_00432,28,Male,Denver,2024-05-10,Basic
CUST_00433,46,Female,Phoenix,2024-06-21,Basic
CUST_00434,24,Male,Austin,2023-10-17,Basic
CUST_00435,37,Female,Los Angeles,2023-07-18,Premium
CUST_00436,25,Female,Phoenix,2023-08-21,Premium
CUST_00437,35,Female,Philadelphia,2023-07-03,Basic
CUST_00438,60,Male,Phoenix,2023-01-15,Basic
CUST_00439,39,Male,Denver,2024-06-30,Enterprise
CUST_00440,32,Female,Chicago,2023-10-08,Premium
CUST_00441,44,Male,New York,2023-02-25,Basic
CUST_00442,37,Male,Dallas,2023-10-27,Premium
CUST_00443,30,Female,Denver,2023-05-10,Free
CUST_00444,47,Female,Seattle,2024-05-17,Free
CUST_00445,36,Male,Los Angeles,2023-01-13,Free
CUST_00446,35,Male,Austin,2023-10-19,Premium
CUST_00447,55,Male,San Diego,2024-05-05,Basic
CUST_00448,18,Male,San Diego,2023-12-15,Premium
CUST_00449,38,Female,Chicago,2023-02-22,Free
CUST_00450,19,Female,Phoenix,2024-05-04,Enterprise
CUST_00451,47,Male,Los Angeles,2023-03-08,Basic
CUST_00452,43,Female,San Antonio,2024-05-18,Basic
CUST_00453,29,Female,Los Angeles,2023-02-24,Basic
CUST_00454,25,Female,Chicago,2023-06-02,Premium
CUST_00455,40,Female,Boston,2023-11-08,Free
CUST_00456,25,Male,Los Angeles,2023-09-12,Enterprise
CUST_00457,43,Male,Los Angeles,2024-03-02,Basic
CUST_00458,45,Male,Austin,2023-08-20,Basic
CUST_00459,35,Male,Boston,2024-06-19,Premium
CUST_00460,30,Male,San Antonio,2024-04-06,Basic
CUST_00461,39,Male,Portland,2024-03-29,Premium
CUST_00462,34,Non-binary,Phoenix,2024-03-15,Premium
CUST_00463,48,Female,Phoenix,2023-03-03,Basic
CUST_00464,41,Female,Austin,2023-04-12,Basic
CUST_00465,39,Male,Boston,2023-08-01,Premium
CUST_00466,60,Female,Seattle,2023-08-05,Basic
CUST_00467,38,Male,Phoenix,2023-03-25,Premium
CUST_00468,30,Female,Chicago,2023-09-03,Enterprise
CUST_00469,33,Male,Chicago,2023-03-18,Premium
CUST_00470,26,Male,Chicago,2023-01-03,Basic
CUST_00471,38,Non-binary,San Antonio,2024-04-06,Basic
CUST_00472,25,Female,Denver,2024-04-26,Basic
CUST_00473,52,Female,Phoenix,2023-02-03,Premium
CUST_00474,40,Male,Houston,2023-10-23,Premium
CUST_00475,40,Female,Denver,2023-10-17,Basic
CUST_00476,53,Male,Denver,2024-04-09,Basic
CUST_00477,53,Male,Los Angeles,2023-08-28,Free
CUST_00478,48,Male,Portland,2023-09-28,Free
CUST_00479,33,Male,Boston,2023-07-22,Premium
CUST_00480,52,Male,San Antonio,2023-04-28,Premium
CUST_00481,42,Female,Dallas,2023-08-19,Free
CUST_00482,23,Female,Seattle,2023-06-02,Free
CUST_00483,41,Male,Portland,2023-09-30,Premium
CUST_00484,48,Female,Nashville,2023-05-26,Basic
CUST_00485,25,Male,Los Angeles,2023-03-03,Basic
CUST_00486,44,Female,Chicago,2023-11-11,Premium
CUST_00487,45,Male,Austin,2023-10-23,Enterprise
CUST_00488,46,Male,San Diego,2023-05-08,Basic
CUST_00489,51,Female,San Diego,2023-11-08,Basic
CUST_00490,31,Female,Denver,2024-02-17,Enterprise
CUST_00491,46,Male,Phoenix,2024-05-27,Enterprise
CUST_00492,46,Male,Dallas,2024-05-20,Enterprise
CUST_00493,26,Female,San Diego,2023-03-24,Free
CUST_00494,42,Male,Austin,2023-02-10,Free
CUST_00495,37,Male,Portland,2024-03-18,Basic
CUST_00496,25,Female,Denver,2023-11-27,Free
CUST_00497,49,Female,Austin,2023-09-14,Free
CUST_00498,36,Female,New York,2023-04-04,Free
