customer_id,age,gender,city,subscription_tier,tenure_days,total_transactions,total_spend,avg_transaction_amount,max_transaction_amount,unique_categories,days_since_last_purchase,total_tickets,resolved_tickets,avg_resolution_days,ticket_resolution_rate,total_reviews,avg_rating,min_rating,churned
CUST_00023,37,Female,Philadelphia,Basic,379,18,1173.43,65.19055555555556,239.32,9,4,2.0,2.0,2.5,1.0,0.0,0.0,0.0,1
CUST_00024,39,Male,Austin,Basic,461,19,967.29,50.91,124.17,10,23,2.0,2.0,3.5,1.0,5.0,3.8,3.0,0
CUST_00025,35,Male,Boston,Premium,687,12,783.08,65.25666666666667,152.46,6,12,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0
CUST_00026,28,Female,Denver,Premium,261,19,1205.1200000000001,63.42736842105264,132.5,10,24,0.0,0.0,0.0,0.0,2.0,4.5,4.0,0
CUST_00027,48,Female,Dallas,Free,604,6,506.81000000000006,84.46833333333335,170.69,6,18,4.0,3.0,3.3,0.75,3.0,3.0,2.0,1
CUST_00028,39,Female,Portland,Premium,344,14,574.19,41.01357142857143,132.19,7,38,3.0,2.0,4.5,0.667,2.0,3.0,3.0,0
CUST_00029,29,Male,Los Angeles,Basic,431,14,1097.85,78.41785714285713,271.46,7,31,1.0,1.0,2.0,1.0,3.0,4.33,3.0,0
CUST_00030,41,Male,Nashville,Basic,361,14,750.13,53.580714285714286,271.11,10,11,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1
CUST_00031,21,Male,Austin,Basic,535,20,1140.53,57.0265,184.11,10,10,2.0,2.0,3.5,1.0,0.0,0.0,0.0,0
CUST_00032,36,Female,Denver,Premium,660,17,1232.39,72.49352941176471,299.18,8,10,2.0,1.0,7.0,0.5,3.0,4.0,4.0,0
CUST_00033,41,Non-binary,New York,Free,498,7,404.85,57.83571428571429,107.0,4,63,5.0,4.0,4.0,0.8,0.0,0.0,0.0,0
CUST_00034,18,Male,Boston,Free,435,13,886.46,68.18923076923078,237.82,9,13,2.0,1.0,3.0,0.5,3.0,3.33,2.0,1
CUST_00035,38,Male,Los Angeles,Free,493,9,489.92,54.43555555555556,163.74,6,37,5.0,3.0,3.0,0.6,5.0,2.4,1.0,1
CUST_00036,35,Male,Nashville,Basic,628,20,1523.5097999999991,76.17548999999995,350.9397999999992,9,3,1.0,1.0,5.0,1.0,3.0,3.33,3.0,1
CUST_00037,51,Male,San Antonio,Premium,447,10,523.84,52.384,133.35,7,10,1.0,1.0,3.0,1.0,1.0,4.0,4.0,0
CUST_00038,54,Female,San Diego,Basic,358,15,738.23,49.215333333333334,118.43,7,9,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1
CUST_00039,26,Male,Chicago,Basic,352,15,1300.6397999999992,86.70931999999995,350.9397999999992,7,30,3.0,3.0,5.7,1.0,0.0,0.0,0.0,0
CUST_00040,19,Female,Philadelphia,Free,517,9,414.41,46.04555555555556,125.87,5,11,3.0,2.0,4.0,0.667,0.0,0.0,0.0,0
CUST_00041,26,Female,Seattle,Free,458,8,439.03999999999996,54.879999999999995,166.56,5,6,5.0,4.0,2.5,0.8,5.0,2.2,1.0,1
CUST_00042,28,Female,Denver,Premium,658,17,1124.17,66.12764705882353,150.33,8,94,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0
CUST_00043,47,Female,Austin,Basic,556,22,1276.54,58.02454545454545,147.34,9,1,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0
CUST_00044,18,Male,Dallas,Premium,481,18,1152.01,64.00055555555555,197.53,9,4,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1
CUST_00045,41,Male,Chicago,Basic,258,17,984.99,57.940588235294115,197.29,8,4,2.0,1.0,2.0,0.5,2.0,4.5,4.0,1
CUST_00046,44,Female,San Antonio,Premium,455,17,792.05,46.59117647058823,130.69,7,21,1.0,1.0,6.0,1.0,5.0,4.8,4.0,0
CUST_00047,29,Male,Portland,Premium,507,16,1126.44,70.4025,274.8,7,9,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0
CUST_00048,41,Male,Seattle,Free,399,11,844.19,76.74454545454546,320.31,8,1,2.0,1.0,1.0,0.5,1.0,2.0,2.0,0
CUST_00049,60,Female,Nashville,Free,674,10,522.23,52.223,159.45,6,96,2.0,2.0,4.0,1.0,3.0,2.33,1.0,1
CUST_00050,26,Male,Houston,Premium,699,18,1319.35,73.29722222222222,271.07,8,32,2.0,2.0,4.5,1.0,5.0,3.4,2.0,0
CUST_00051,49,Female,Boston,Basic,408,15,861.44,57.42933333333334,286.42,8,18,2.0,2.0,3.0,1.0,1.0,5.0,5.0,0
CUST_00052,35,Male,San Antonio,Free,457,11,652.48,59.31636363636364,143.65,6,64,3.0,3.0,3.7,1.0,4.0,2.5,2.0,0
CUST_00053,37,Female,Los Angeles,Basic,515,14,478.87,34.205,98.62,9,18,3.0,3.0,4.7,1.0,4.0,4.0,3.0,0
CUST_00054,38,Female,Portland,Basic,409,14,1206.309799999999,86.16498571428565,350.9397999999992,8,4,2.0,2.0,4.5,1.0,0.0,0.0,0.0,0
CUST_00055,45,Male,Houston,Free,220,9,413.5,45.94444444444444,75.64,7,7,3.0,2.0,6.0,0.667,1.0,2.0,2.0,0
CUST_00056,25,Female,San Antonio,Enterprise,262,12,711.21,59.267500000000005,133.07,6,28,2.0,1.0,1.0,0.5,3.0,4.33,4.0,1
CUST_00057,35,Male,Chicago,Enterprise,460,12,601.23,50.1025,100.94,6,40,1.0,1.0,7.0,1.0,4.0,5.0,5.0,0
CUST_00058,43,Non-binary,Chicago,Premium,479,16,803.0,50.1875,134.51,7,48,1.0,1.0,2.0,1.0,5.0,3.8,3.0,1
CUST_00059,27,Female,Denver,Basic,462,13,1063.79,81.83,272.33,8,82,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0
CUST_00060,40,Female,Denver,Premium,293,22,1122.03,51.001363636363635,178.98,8,14,1.0,1.0,1.0,1.0,5.0,4.4,3.0,0
CUST_00061,27,Female,Portland,Enterprise,323,14,931.15,66.51071428571429,145.66,8,23,3.0,3.0,4.3,1.0,2.0,5.0,5.0,0
CUST_00062,38,Female,Philadelphia,Premium,507,21,1083.9,51.61428571428572,130.02,8,17,1.0,1.0,3.0,1.0,2.0,4.5,4.0,0
CUST_00063,50,Male,Chicago,Free,210,8,424.64,53.08,126.81,7,74,3.0,1.0,6.0,0.333,0.0,0.0,0.0,1
CUST_00064,44,Female,San Diego,Enterprise,638,22,1791.58,81.43545454545455,175.36,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00065,44,Female,Boston,Basic,683,12,1204.2997999999993,100.35831666666661,350.9397999999992,8,6,4.0,2.0,4.0,0.5,4.0,2.25,1.0,0
CUST_00066,49,Female,Nashville,Basic,619,19,912.83,48.043684210526315,150.71,8,28,2.0,2.0,2.5,1.0,3.0,2.67,2.0,0
CUST_00067,28,Female,Chicago,Free,568,11,827.8497999999992,75.25907272727265,350.9397999999992,7,24,4.0,3.0,3.3,0.75,1.0,2.0,2.0,1
CUST_00068,65,Male,Boston,Basic,299,22,1241.01,56.40954545454545,127.16,9,20,1.0,1.0,1.0,1.0,2.0,2.5,1.0,0
CUST_00069,32,Male,Austin,Basic,666,15,833.35,55.556666666666665,251.55,9,39,2.0,2.0,2.0,1.0,4.0,4.25,3.0,1
CUST_00070,29,Female,San Antonio,Free,341,8,419.63,52.45375,119.08,7,22,3.0,3.0,4.0,1.0,3.0,2.33,1.0,1
CUST_00071,38,Female,Austin,Basic,252,13,551.3199999999999,42.40923076923077,97.47,10,8,2.0,1.0,6.0,0.5,1.0,4.0,4.0,0
CUST_00072,18,Female,Dallas,Free,474,10,238.0,23.8,44.78,7,3,3.0,3.0,5.3,1.0,3.0,2.0,1.0,0
CUST_00073,28,Male,Dallas,Enterprise,720,16,891.26,55.70375,135.31,9,19,0.0,0.0,0.0,0.0,3.0,4.33,4.0,0
CUST_00074,44,Male,Seattle,Free,614,11,389.65999999999997,35.42363636363636,61.77,6,6,2.0,1.0,6.0,0.5,3.0,2.33,2.0,0
CUST_00075,32,Female,Seattle,Premium,182,16,1002.13,62.633125,162.1,9,8,0.0,0.0,0.0,0.0,5.0,3.8,2.0,0
CUST_00076,22,Female,Boston,Premium,458,19,1199.45,63.12894736842105,179.04,8,57,3.0,3.0,3.0,1.0,2.0,4.0,4.0,0
CUST_00077,63,Male,Boston,Free,383,8,329.51,41.18875,50.97,7,8,5.0,3.0,3.3,0.6,2.0,3.0,3.0,1
CUST_00078,53,Male,Los Angeles,Free,431,9,730.41,81.15666666666667,196.48,7,41,1.0,0.0,0.0,0.0,2.0,2.5,2.0,1
CUST_00079,43,Male,San Antonio,Free,570,6,271.52,45.25333333333333,104.8,4,11,3.0,3.0,3.3,1.0,4.0,1.75,1.0,1
CUST_00080,18,Male,San Diego,Basic,728,12,1095.2197999999992,91.26831666666659,350.9397999999992,8,146,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00081,57,Female,Denver,Free,462,4,272.92,68.23,100.22,3,16,1.0,1.0,3.0,1.0,5.0,2.2,1.0,0
CUST_00082,55,Female,Dallas,Premium,549,18,1396.94,77.60777777777778,247.04,9,30,1.0,1.0,4.0,1.0,3.0,5.0,5.0,0
CUST_00083,26,Male,Dallas,Basic,623,15,1041.0,69.4,295.62,9,21,1.0,1.0,4.0,1.0,3.0,3.33,2.0,0
CUST_00084,38,Female,Nashville,Basic,426,14,768.19,54.87071428571429,122.29,8,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00085,57,Male,Nashville,Basic,212,10,578.27,57.827,164.64,8,1,1.0,1.0,1.0,1.0,2.0,3.5,3.0,0
CUST_00086,36,Non-binary,Austin,Enterprise,528,18,1152.14,64.00777777777779,228.5,8,50,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1
CUST_00087,41,Male,Chicago,Basic,349,11,493.85,44.89545454545455,161.01,7,11,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
CUST_00088,30,Male,Boston,Premium,566,11,727.24,66.11272727272727,314.22,6,13,1.0,1.0,2.0,1.0,3.0,4.67,4.0,1
CUST_00089,48,Female,Dallas,Premium,188,12,1010.5897999999992,84.2158166666666,350.9397999999992,7,5,1.0,0.0,0.0,0.0,3.0,4.33,4.0,0
CUST_00090,28,Female,Portland,Premium,731,23,1201.99,52.2604347826087,168.86,9,41,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0
CUST_00091,37,Male,Austin,Premium,400,19,1897.94,99.89157894736843,320.13,10,9,1.0,1.0,3.0,1.0,4.0,3.75,3.0,0
CUST_00092,44,Female,San Diego,Basic,712,17,1028.3600000000001,60.49176470588236,241.16,7,22,2.0,2.0,3.5,1.0,5.0,4.0,2.0,0
CUST_00093,47,Male,Los Angeles,Enterprise,360,10,616.19,61.61900000000001,94.91,6,19,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0
CUST_00094,53,Male,Portland,Premium,417,18,1319.0197999999991,73.27887777777772,350.9397999999992,8,6,0.0,0.0,0.0,0.0,5.0,3.6,2.0,0
CUST_00095,41,Female,Houston,Basic,672,17,1060.86,62.4035294117647,313.44,10,19,1.0,1.0,4.0,1.0,5.0,3.4,2.0,0
CUST_00096,28,Male,Houston,Basic,651,16,1071.04,66.94,160.24,8,11,2.0,2.0,4.0,1.0,4.0,3.75,3.0,0
CUST_00097,51,Female,Los Angeles,Premium,234,18,970.23,53.90166666666667,143.27,8,26,0.0,0.0,0.0,0.0,2.0,1.5,1.0,1
CUST_00098,37,Male,Nashville,Basic,661,18,1055.72,58.65111111111111,144.73,7,87,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0
CUST_00099,49,Male,Boston,Free,186,14,1086.3400000000001,77.5957142857143,218.36,7,1,3.0,1.0,6.0,0.333,2.0,2.0,2.0,1
CUST_00100,42,Female,Boston,Free,603,8,379.0,47.375,116.98,6,45,2.0,2.0,6.0,1.0,0.0,0.0,0.0,1
CUST_00101,40,Male,Chicago,Premium,245,20,1045.3600000000001,52.26800000000001,115.63,10,6,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0
CUST_00102,32,Male,Dallas,Enterprise,562,17,1503.6897999999992,88.45234117647054,350.9397999999992,7,93,1.0,1.0,7.0,1.0,5.0,3.6,2.0,1
CUST_00103,20,Female,Phoenix,Enterprise,191,22,1543.45,70.15681818181818,296.49,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00104,29,Female,Nashville,Basic,298,14,560.52,40.037142857142854,102.45,10,56,2.0,1.0,3.0,0.5,4.0,4.0,3.0,0
CUST_00105,48,Male,Houston,Basic,526,15,1135.72,75.71466666666667,326.15,8,13,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1
CUST_00106,37,Male,Denver,Free,412,11,697.9,63.445454545454545,205.71,7,20,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0
CUST_00107,41,Female,San Antonio,Basic,349,15,888.75,59.25,135.16,9,12,1.0,1.0,6.0,1.0,3.0,4.33,3.0,0
CUST_00108,36,Male,San Diego,Premium,202,22,1182.3700000000001,53.744090909090914,122.71,10,7,1.0,1.0,7.0,1.0,2.0,4.5,4.0,0
CUST_00109,40,Male,San Diego,Basic,608,11,1082.1597999999992,98.37816363636357,350.9397999999992,6,45,3.0,3.0,3.0,1.0,5.0,3.2,1.0,0
CUST_00110,38,Female,Houston,Premium,501,17,798.01,46.94176470588235,106.45,8,34,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0
CUST_00111,63,Female,Los Angeles,Enterprise,385,14,1301.36,92.9542857142857,233.79,7,51,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0
CUST_00112,64,Male,New York,Free,496,10,624.0,62.4,168.54,7,11,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0
CUST_00113,18,Female,Austin,Free,506,13,588.24,45.24923076923077,118.22,8,51,3.0,2.0,4.5,0.667,2.0,2.5,1.0,1
CUST_00114,42,Male,New York,Premium,659,7,289.63,41.37571428571429,112.5,5,6,3.0,2.0,6.0,0.667,4.0,3.5,3.0,0
CUST_00115,27,Female,Denver,Premium,671,14,823.94,58.85285714285715,120.88,7,19,1.0,1.0,7.0,1.0,3.0,5.0,5.0,0
CUST_00116,22,Female,Houston,Premium,662,12,1261.369799999999,105.11414999999992,350.9397999999992,7,39,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1
CUST_00117,52,Non-binary,Portland,Free,699,8,362.89,45.36125,82.13,5,9,3.0,2.0,5.0,0.667,0.0,0.0,0.0,0
CUST_00118,18,Non-binary,Nashville,Premium,393,13,726.0500000000001,55.85000000000001,129.71,8,1,3.0,1.0,5.0,0.333,0.0,0.0,0.0,1
CUST_00119,36,Male,Los Angeles,Free,205,6,564.64,94.10666666666667,201.89,6,12,3.0,3.0,4.0,1.0,3.0,3.33,3.0,1
CUST_00120,38,Female,Houston,Enterprise,446,19,1199.45,63.12894736842105,228.98,8,42,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0
CUST_00121,32,Male,Seattle,Free,234,14,571.23,40.80214285714286,77.99,8,8,5.0,4.0,3.0,0.8,0.0,0.0,0.0,0
CUST_00122,39,Male,Houston,Premium,596,15,819.7,54.64666666666667,164.52,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00123,19,Male,Denver,Premium,247,18,1179.1,65.50555555555555,248.93,6,6,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0
CUST_00124,56,Female,Houston,Premium,247,14,694.01,49.57214285714286,103.93,8,18,2.0,1.0,7.0,0.5,0.0,0.0,0.0,0
CUST_00125,62,Female,Boston,Basic,315,13,882.84,67.91076923076923,209.87,7,4,1.0,0.0,0.0,0.0,5.0,3.4,2.0,0
CUST_00126,45,Female,Houston,Free,635,13,815.99,62.76846153846154,270.07,7,6,4.0,4.0,2.5,1.0,5.0,2.8,1.0,1
CUST_00127,50,Male,Los Angeles,Basic,290,18,842.39,46.79944444444445,118.29,8,48,1.0,0.0,0.0,0.0,2.0,4.0,4.0,0
CUST_00128,34,Female,Philadelphia,Premium,298,14,1377.7,98.40714285714286,280.6,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00129,57,Female,San Antonio,Enterprise,253,17,1165.43,68.55470588235295,298.27,9,8,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0
CUST_00130,18,Male,Nashville,Enterprise,676,18,1264.1399999999999,70.22999999999999,220.98,8,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00131,18,Female,Seattle,Free,631,13,1126.42,86.64769230769231,284.0,8,41,2.0,1.0,4.0,0.5,4.0,2.5,1.0,0
CUST_00132,42,Male,New York,Basic,319,18,1226.7,68.15,189.48,9,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST_00133,37,Female,Denver,Free,384,12,573.97,47.83083333333334,166.74,7,11,3.0,3.0,5.7,1.0,0.0,0.0,0.0,0
CUST_00134,31,Male,Boston,Free,620,7,414.22,59.174285714285716,132.12,7,10,3.0,1.0,6.0,0.333,5.0,1.6,1.0,0
CUST_00135,36,Male,Houston,Basic,535,18,1149.04,63.83555555555555,163.94,8,46,1.0,1.0,4.0,1.0,3.0,2.67,1.0,0
CUST_00136,61,Male,Houston,Premium,182,18,1038.11,57.672777777777775,151.44,10,20,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
CUST_00137,29,Female,San Diego,Enterprise,588,18,883.14,49.06333333333333,144.55,9,12,1.0,1.0,4.0,1.0,5.0,4.4,4.0,1
CUST_00138,36,Female,San Antonio,Premium,544,12,633.15,52.762499999999996,138.57,7,57,1.0,1.0,2.0,1.0,4.0,5.0,5.0,0
CUST_00139,31,Male,Phoenix,Basic,258,13,1092.54,84.04153846153847,298.51,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST_00140,19,Male,Houston,Premium,654,14,703.41,50.24357142857143,184.83,7,30,3.0,3.0,3.7,1.0,5.0,2.6,2.0,0
CUST_00141,44,Female,San Diego,Basic,631,12,677.27,56.439166666666665,127.89,5,10,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
CUST_00142,36,Female,New York,Free,716,8,428.52,53.565,92.85,4,17,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1
CUST_00143,28,Male,Los Angeles,Basic,489,16,1300.6,81.2875,237.39,8,21,0.0,0.0,0.0,0.0,2.0,4.5,4.0,0
CUST_00144,30,Male,Chicago,Premium,315,18,1071.81,59.544999999999995,271.51,9,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST_00145,58,Female,San Diego,Basic,239,18,1326.54,73.69666666666666,260.0,6,5,3.0,2.0,6.5,0.667,1.0,3.0,3.0,0
CUST_00146,38,Female,Houston,Premium,321,21,996.78,47.465714285714284,129.1,10,35,0.0,0.0,0.0,0.0,5.0,3.8,3.0,0
CUST_00147,25,Male,Portland,Basic,671,16,844.09,52.755625,131.43,9,84,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0
CUST_00148,49,Male,Chicago,Enterprise,343,15,808.28,53.88533333333333,195.16,8,50,0.0,0.0,0.0,0.0,4.0,4.5,3.0,0
CUST_00149,21,Male,New York,Free,332,12,756.52,63.04333333333333,180.3,8,53,5.0,3.0,4.0,0.6,2.0,1.5,1.0,0
CUST_00150,30,Male,Phoenix,Free,266,11,478.61,43.51,115.69,8,15,3.0,2.0,1.5,0.667,4.0,3.5,3.0,1
CUST_00151,38,Male,Phoenix,Enterprise,298,20,2055.909799999999,102.79548999999994,350.9397999999992,8,45,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0
CUST_00152,35,Non-binary,Denver,Premium,233,16,977.76,61.11,179.87,9,20,0.0,0.0,0.0,0.0,4.0,4.25,3.0,0
CUST_00153,31,Male,Chicago,Premium,537,14,612.08,43.720000000000006,84.43,8,64,2.0,1.0,4.0,0.5,1.0,5.0,5.0,0
CUST_00154,39,Female,Phoenix,Free,509,15,803.24,53.54933333333334,92.71,9,8,3.0,1.0,1.0,0.333,2.0,1.5,1.0,1
CUST_00155,30,Male,New York,Basic,669,16,839.31,52.456875,178.17,8,28,3.0,3.0,5.0,1.0,4.0,3.25,1.0,0
CUST_00156,18,Male,Denver,Basic,410,16,1050.96,65.685,225.45,8,10,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0
CUST_00157,45,Male,New York,Basic,680,15,652.52,43.501333333333335,95.99,7,42,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0
CUST_00158,30,Male,Austin,Free,243,16,677.97,42.373125,107.03,8,1,3.0,1.0,5.0,0.333,4.0,3.0,3.0,1
CUST_00159,50,Male,Dallas,Premium,188,14,969.85,69.275,215.05,8,20,0.0,0.0,0.0,0.0,4.0,3.5,2.0,0
CUST_00160,44,Male,Chicago,Basic,673,12,488.22,40.685,100.14,9,257,2.0,1.0,7.0,0.5,4.0,3.25,2.0,0
CUST_00161,44,Female,Dallas,Enterprise,649,19,1536.35,80.86052631578947,306.98,10,8,0.0,0.0,0.0,0.0,5.0,4.2,2.0,0
CUST_00162,42,Female,Nashville,Free,541,7,353.99,50.57,112.26,5,23,3.0,2.0,3.5,0.667,4.0,1.75,1.0,0
CUST_00163,39,Female,Los Angeles,Premium,662,12,688.29,57.357499999999995,153.92,8,28,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0
CUST_00164,42,Male,Seattle,Free,491,7,405.65000000000003,57.95,133.71,5,19,3.0,2.0,3.5,0.667,5.0,1.8,1.0,0
CUST_00165,42,Female,San Antonio,Basic,609,11,846.55,76.9590909090909,210.37,7,47,2.0,1.0,4.0,0.5,4.0,4.25,3.0,1
CUST_00166,48,Male,Portland,Premium,479,17,1181.62,69.5070588235294,260.82,6,66,2.0,2.0,1.5,1.0,2.0,4.5,4.0,0
CUST_00167,18,Male,Austin,Basic,691,12,1050.24,87.52,228.28,7,115,1.0,1.0,1.0,1.0,2.0,4.5,4.0,0
CUST_00168,38,Male,Austin,Premium,648,14,663.65,47.403571428571425,158.34,9,13,2.0,2.0,4.0,1.0,4.0,3.5,2.0,0
CUST_00169,47,Female,San Antonio,Basic,196,17,1367.02,80.41294117647058,307.66,7,2,2.0,2.0,4.0,1.0,4.0,4.5,4.0,0
CUST_00170,20,Male,Philadelphia,Premium,464,12,686.69,57.22416666666667,175.11,8,43,3.0,3.0,5.7,1.0,3.0,3.0,2.0,0
CUST_00171,45,Female,Houston,Premium,410,11,816.74,74.24909090909091,292.76,6,129,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
CUST_00172,32,Male,Houston,Premium,460,14,668.3,47.73571428571428,196.27,9,9,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0
CUST_00173,38,Female,San Antonio,Premium,597,11,639.36,58.123636363636365,161.57,6,262,0.0,0.0,0.0,0.0,3.0,4.67,4.0,0
CUST_00174,50,Male,Seattle,Premium,424,14,657.71,46.979285714285716,129.98,9,17,2.0,2.0,3.0,1.0,2.0,3.5,2.0,0
CUST_00175,34,Female,San Diego,Free,408,14,631.34,45.09571428571429,112.19,8,45,2.0,2.0,2.5,1.0,0.0,0.0,0.0,0
CUST_00176,47,Female,Portland,Basic,657,16,922.84,57.6775,139.24,9,3,3.0,2.0,5.0,0.667,0.0,0.0,0.0,1
CUST_00177,42,Male,New York,Basic,262,16,893.51,55.844375,176.67,9,3,1.0,1.0,5.0,1.0,3.0,4.33,4.0,1
CUST_00178,18,Male,Austin,Enterprise,629,13,975.02,75.00153846153846,301.6,8,18,1.0,1.0,3.0,1.0,5.0,3.8,2.0,1
CUST_00179,41,Female,Los Angeles,Basic,181,14,938.31,67.02214285714285,244.25,6,2,2.0,2.0,2.5,1.0,2.0,2.0,1.0,0
CUST_00180,39,Female,Houston,Enterprise,213,18,1140.8,63.37777777777777,240.06,9,8,3.0,3.0,1.7,1.0,4.0,4.5,4.0,0
CUST_00181,28,Female,Phoenix,Basic,596,13,664.38,51.106153846153845,155.57,6,20,1.0,1.0,4.0,1.0,4.0,3.5,1.0,0
CUST_00182,57,Female,Portland,Enterprise,374,22,1298.02,59.00090909090909,185.66,9,15,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0
